Ёи╫╩й╠╪Д, Ёи╫╩╪ш, ╪ш╦Я╠Д╤╞, Ёи╫╩а©(йж), Ёи╫╩╤Н(т╙), птжй
10:37:15, 9.05, --, 480, 434400, бТел
10:37:10, 9.05, -0.01, 206, 186430, бТел
10:37:05, 9.06, 0.01, 23, 20838, бРел
10:37:00, 9.05, --, 70, 63350, бТел
10:36:55, 9.05, --, 37, 33810, бТел
10:36:50, 9.05, -0.01, 142, 129234, бТел
10:36:45, 9.06, 0.01, 310, 280860, бРел
10:36:40, 9.05, --, 12, 10860, бТел
10:36:35, 9.05, --, 70, 63350, бТел
10:36:30, 9.05, --, 5, 4525, бТел
10:36:25, 9.05, --, 42, 38589, бТел
10:36:20, 9.05, --, 21, 19475, бТел
10:36:15, 9.05, --, 5, 4525, бТел
10:36:10, 9.05, -0.01, 20, 18100, бТел
10:36:05, 9.06, 0.01, 9, 8154, бРел
10:36:00, 9.05, --, 301, 272405, бТел
10:35:55, 9.05, --, 15, 13828, бТел
10:35:45, 9.05, --, 15, 13792, бТел
10:35:40, 9.05, --, 12, 10860, бТел
10:35:30, 9.05, -0.01, 144, 130464, бТел
10:35:10, 9.06, --, 8, 8117, бРел
10:35:05, 9.06, --, 16, 14496, бРел
10:35:00, 9.06, -0.01, 126, 114445, бТел
10:34:55, 9.07, 0.01, 51, 46656, бРел
10:34:45, 9.06, --, 21, 19062, бТел
10:34:40, 9.06, --, 18, 17177, бТел
10:34:35, 9.06, --, 107, 96978, бТел
10:34:30, 9.06, --, 5, 4566, бТел
10:34:25, 9.06, --, 317, 287383, бРел
10:34:20, 9.06, --, 727, 659096, бТел
10:34:15, 9.06, --, 48, 43488, бТел
10:34:10, 9.06, -0.01, 113, 102378, бТел
10:34:05, 9.07, --, 51, 46257, бРел
10:33:55, 9.07, 0.01, 69, 62909, бРел
10:33:50, 9.06, --, 1, 906, бТел
10:33:45, 9.06, --, 18, 16308, бТел
10:33:40, 9.06, --, 2, 1812, бТел
10:33:35, 9.06, --, 32, 28992, бТел
10:33:30, 9.06, --, 691, 626879, бТел
10:33:25, 9.06, --, 92, 83496, бТел
10:33:20, 9.06, 0.01, 193, 174894, бРел
10:33:15, 9.05, -0.01, 55, 49811, бТел
10:33:10, 9.06, --, 74, 67913, бТел
10:33:05, 9.06, --, 128, 115968, бТел
10:33:00, 9.06, --, 23, 21707, бТел
10:32:55, 9.06, --, 3307, 2996214, бРел
10:32:50, 9.06, --, 34, 30804, бРел
10:32:45, 9.06, 0.01, 30, 28049, бРел
10:32:40, 9.05, -0.01, 61, 55241, бТел
10:32:35, 9.06, --, 20, 18120, бРел
10:32:25, 9.06, --, 112, 102341, бРел
10:32:25, 9.06, -0.01, 217, 196710, бТел
10:32:20, 9.07, 0.01, 145, 131551, бРел
10:32:15, 9.06, -0.01, 54, 49793, бТел
10:32:10, 9.07, 0.01, 102, 92514, бРел
10:32:05, 9.06, -0.01, 236, 213816, бТел
10:32:00, 9.07, 0.01, 156, 141492, бРел
10:31:55, 9.06, --, 19, 17576, бТел
10:31:45, 9.06, --, 221, 200226, бТел
10:31:35, 9.06, 0.01, 246, 223310, бРел
10:31:25, 9.05, -0.01, 16, 14769, бТел
10:31:15, 9.06, -0.01, 2, 2681, жпптел
10:31:10, 9.07, 0.01, 617, 560308, бРел
10:31:05, 9.06, -0.01, 48, 43488, бТел
10:31:00, 9.07, --, 215, 195766, бРел
10:30:55, 9.07, 0.01, 28, 25396, бРел
10:30:50, 9.06, --, 94, 85852, бТел
10:30:45, 9.06, --, 53, 48018, бТел
10:30:40, 9.06, -0.01, 5, 4530, бТел
10:30:35, 9.07, 0.01, 74, 67118, бРел
10:30:25, 9.06, -0.01, 26, 23882, бТел
10:30:20, 9.07, 0.01, 74, 67118, бРел
10:30:15, 9.06, --, 25, 22650, бТел
10:30:10, 9.06, -0.01, 19, 17214, бТел
10:30:05, 9.07, 0.01, 20, 18140, бРел
10:30:00, 9.06, --, 54, 48924, бТел
10:29:55, 9.06, --, 158, 143148, бТел
10:29:50, 9.06, -0.01, 7, 6342, бТел
10:29:45, 9.07, --, 6, 5442, бРел
10:29:40, 9.07, 0.01, 14, 12698, бРел
10:29:35, 9.06, -0.01, 8, 7248, бТел
10:29:30, 9.07, 0.01, 52, 47164, бРел
10:29:25, 9.06, --, 179, 162463, бТел
10:29:20, 9.06, -0.01, 430, 390449, бРел
10:29:15, 9.07, 0.02, 519, 470769, бРел
10:29:10, 9.05, -0.01, 1190, 1076950, бТел
10:29:05, 9.06, 0.01, 362, 327972, бРел
10:29:00, 9.05, -0.01, 314, 284676, бТел
10:28:55, 9.06, --, 258, 233748, бРел
10:28:50, 9.06, --, 234, 212004, бРел
10:28:45, 9.06, 0.01, 110, 100529, бРел
10:28:40, 9.05, --, 724, 655799, бТел
10:28:35, 9.05, -0.01, 86, 77830, бТел
10:28:30, 9.06, 0.01, 534, 483804, бРел
10:28:25, 9.05, -0.01, 241, 218937, бТел
10:28:15, 9.06, 0.01, 2, 1812, бРел
10:28:10, 9.05, --, 409, 370869, бТел
10:28:00, 9.05, --, 491, 444789, бТел
10:27:50, 9.05, -0.01, 24, 21720, бТел
10:27:45, 9.06, 0.01, 10, 9060, бРел
10:27:40, 9.05, -0.01, 158, 143858, бТел
10:27:35, 9.06, --, 431, 390522, бРел
10:27:30, 9.06, 0.01, 72, 66065, бРел
10:27:25, 9.05, --, 613, 554765, бТел
10:27:20, 9.05, -0.01, 15, 13575, бТел
10:27:15, 9.06, 0.01, 50, 45300, бРел
10:27:10, 9.05, --, 10, 9050, бТел
10:27:05, 9.05, -0.01, 512, 463360, бТел
10:27:00, 9.06, --, 74, 67044, бРел
10:26:55, 9.06, --, 30, 27180, бРел
10:26:50, 9.06, --, 11, 9966, бРел
10:26:45, 9.06, --, 3, 2718, бРел
10:26:40, 9.06, -0.01, 781, 707948, бТел
10:26:35, 9.07, 0.01, 949, 860779, бРел
10:26:30, 9.06, --, 26, 23990, бТел
10:26:25, 9.06, --, 102, 92846, бТел
10:26:15, 9.06, --, 1058, 958548, бТел
10:26:10, 9.06, --, 8, 7248, бТел
10:26:05, 9.06, --, 844, 764664, бТел
10:26:00, 9.06, --, 267, 242373, бТел
10:25:55, 9.06, --, 3689, 3342415, бТел
10:25:50, 9.06, --, 10, 9060, бТел
10:25:45, 9.06, -0.01, 13, 11778, бТел
10:25:40, 9.07, 0.01, 51, 46257, бРел
10:25:35, 9.06, --, 21, 19026, бТел
10:25:30, 9.06, --, 31, 28593, бТел
10:25:25, 9.06, -0.01, 88, 79728, бТел
10:25:15, 9.07, 0.01, 27, 24525, бРел
10:25:10, 9.06, -0.01, 42, 38921, бТел
10:25:05, 9.07, --, 131, 118853, бРел
10:25:00, 9.07, 0.01, 32, 29894, бРел
10:24:55, 9.06, --, 27, 25331, бТел
10:24:50, 9.06, --, 79, 71574, бТел
10:24:45, 9.06, -0.01, 9, 8154, бТел
10:24:40, 9.07, --, 14, 12698, бРел
10:24:35, 9.07, --, 30, 27210, бРел
10:24:30, 9.07, 0.01, 13, 11791, бРел
10:24:20, 9.06, -0.01, 479, 433974, бТел
10:24:15, 9.07, --, 42, 38094, бРел
10:24:10, 9.07, --, 291, 263937, бТел
10:24:05, 9.07, --, 260, 235820, бТел
10:24:00, 9.07, --, 58, 52606, бТел
10:23:55, 9.07, --, 147, 133945, бТел
10:23:50, 9.07, --, 50, 45350, бТел
10:23:45, 9.07, -0.01, 298, 270286, бТел
10:23:40, 9.08, 0.01, 233, 211999, бРел
10:23:30, 9.07, -0.01, 159, 144213, бТел
10:23:30, 9.08, 0.01, 105, 96211, бРел
10:23:25, 9.07, --, 415, 377094, бТел
10:23:20, 9.07, --, 37, 33559, бТел
10:23:15, 9.07, --, 305, 276635, бТел
10:23:10, 9.07, --, 78, 71145, бТел
10:23:05, 9.07, -0.01, 515, 467105, бТел
10:23:00, 9.08, 0.01, 85, 77180, бРел
10:22:55, 9.07, --, 15, 13858, бТел
10:22:50, 9.07, --, 989, 897059, бТел
10:22:45, 9.07, --, 6, 5442, бТел
10:22:40, 9.07, --, 141, 128685, бТел
10:22:35, 9.07, --, 226, 204982, бТел
10:22:30, 9.07, --, 45, 41613, бТел
10:22:25, 9.07, --, 68, 61676, бТел
10:22:20, 9.07, --, 2, 2249, бТел
10:22:15, 9.07, --, 786, 712902, бТел
10:22:10, 9.07, --, 25, 22711, бТел
10:22:05, 9.07, 0.01, 514, 467068, бТел
10:22:00, 9.06, --, 595, 539106, бТел
10:21:55, 9.06, -0.01, 578, 524392, бТел
10:21:50, 9.07, 0.01, 6271, 5688450, бРел
10:21:45, 9.06, --, 96, 87519, бТел
10:21:40, 9.06, --, 73, 66138, бТел
10:21:30, 9.06, -0.01, 640, 579840, бТел
10:21:30, 9.07, 0.01, 36, 32652, бРел
10:21:25, 9.06, --, 66, 59904, бТел
10:21:20, 9.06, --, 70, 63420, бТел
10:21:15, 9.06, --, 79, 71574, бТел
10:21:10, 9.06, 0.01, 536, 485797, бРел
10:21:00, 9.05, --, 143, 129415, бТел
10:21:00, 9.05, --, 688, 622965, бТел
10:20:55, 9.05, --, 10, 9050, бТел
10:20:50, 9.05, --, 375, 339411, бТел
10:20:45, 9.05, --, 1006, 910430, бТел
10:20:40, 9.05, --, 53, 48218, бТел
10:20:35, 9.05, -0.01, 550, 497750, бТел
10:20:30, 9.06, 0.01, 2, 1812, бРел
10:20:25, 9.05, --, 151, 136691, бТел
10:20:20, 9.05, -0.01, 272, 246160, бТел
10:20:15, 9.06, --, 44, 39864, бРел
10:20:10, 9.06, 0.01, 334, 302604, бРел
10:20:00, 9.05, --, 94, 85070, бТел
10:19:55, 9.05, --, 75, 68019, бТел
10:19:50, 9.05, -0.01, 25, 22625, бТел
10:19:45, 9.06, 0.01, 110, 99660, бРел
10:19:40, 9.05, --, 224, 203444, бТел
10:19:30, 9.05, -0.01, 122, 111170, бТел
10:19:20, 9.06, --, 1354, 1226724, бРел
10:19:10, 9.06, 0.01, 9, 8154, бРел
10:19:05, 9.05, --, 3261, 2951205, бТел
10:19:00, 9.05, --, 77, 69685, бТел
10:18:55, 9.05, -0.01, 154, 139370, бТел
10:18:50, 9.06, --, 106, 96036, бРел
10:18:45, 9.06, --, 26, 24425, бРел
10:18:35, 9.06, --, 17, 15438, бРел
10:18:30, 9.06, --, 748, 677688, бТел
10:18:25, 9.06, --, 1002, 907812, бТел
10:18:20, 9.06, --, 134, 121404, бТел
10:18:15, 9.06, --, 115, 104190, бТел
10:18:10, 9.06, --, 544, 493045, бТел
10:18:05, 9.06, --, 323, 292638, бТел
10:18:00, 9.06, --, 152, 138001, бТел
10:17:55, 9.06, --, 265, 240090, бТел
10:17:50, 9.06, --, 648, 587776, бТел
10:17:45, 9.06, --, 7, 6342, бТел
10:17:40, 9.06, --, 318, 288108, бТел
10:17:35, 9.06, --, 137, 124122, бТел
10:17:30, 9.06, --, 15, 13952, бТел
10:17:25, 9.06, --, 30, 28013, бТел
10:17:20, 9.06, -0.01, 52, 47112, бТел
10:17:15, 9.07, 0.01, 86, 78002, бРел
10:17:10, 9.06, -0.01, 31, 28086, бТел
10:17:05, 9.07, --, 280, 253960, бРел
10:17:00, 9.07, 0.01, 635, 576053, бРел
10:16:55, 9.06, -0.01, 90, 81540, бТел
10:16:50, 9.07, --, 110, 99770, бРел
10:16:45, 9.07, 0.01, 298, 270286, бРел
10:16:40, 9.06, --, 31, 28086, бТел
10:16:35, 9.06, --, 31, 28086, бТел
10:16:30, 9.06, --, 223, 202654, бТел
10:16:25, 9.06, --, 637, 577122, бТел
10:16:20, 9.06, --, 18, 16308, бТел
10:16:15, 9.06, -0.01, 291, 264515, бТел
10:16:10, 9.07, --, 20, 18140, бРел
10:16:05, 9.07, 0.01, 129, 117039, бРел
10:16:00, 9.06, --, 233, 211496, бТел
10:15:55, 9.06, --, 50, 45300, бТел
10:15:50, 9.06, --, 55, 49830, бТел
10:15:45, 9.06, --, 4, 3624, бТел
10:15:40, 9.06, --, 420, 380520, бТел
10:15:30, 9.06, --, 1048, 949488, бТел
10:15:30, 9.06, --, 219, 198522, бТел
10:15:25, 9.06, --, 623, 564438, бРел
10:15:20, 9.06, 0.01, 654, 592596, бРел
10:15:15, 9.05, --, 269, 243481, бТел
10:15:10, 9.05, --, 212, 191860, бТел
10:15:05, 9.05, --, 2, 2678, бТел
10:15:00, 9.05, --, 49, 44743, бТел
10:14:55, 9.05, --, 138, 124890, бТел
10:14:50, 9.05, --, 150, 135750, бТел
10:14:45, 9.05, --, 18, 16290, бТел
10:14:40, 9.05, -0.01, 34, 30770, бТел
10:14:35, 9.06, 0.01, 22, 20801, бРел
10:14:30, 9.05, -0.01, 33, 30589, бТел
10:14:25, 9.06, 0.01, 100, 90600, бРел
10:14:20, 9.05, --, 10, 9050, бТел
10:14:15, 9.05, -0.01, 87, 78735, бТел
10:14:10, 9.06, --, 19, 17214, бРел
10:14:05, 9.06, --, 233, 211098, бРел
10:14:00, 9.06, --, 919, 832614, бТел
10:13:55, 9.06, --, 220, 199320, бТел
10:13:50, 9.06, 0.01, 414, 375084, бРел
10:13:45, 9.05, -0.01, 340, 307700, бТел
10:13:40, 9.06, 0.01, 6, 5436, бРел
10:13:35, 9.05, -0.01, 40, 36200, бТел
10:13:30, 9.06, --, 206, 186636, бТел
10:13:25, 9.06, --, 362, 327972, бТел
10:13:20, 9.06, --, 31, 28086, бТел
10:13:15, 9.06, --, 2276, 2062128, бРел
10:13:10, 9.06, 0.01, 44, 39864, бРел
10:13:00, 9.05, --, 2280, 2063400, бТел
10:13:00, 9.05, --, 75, 68200, бТел
10:12:55, 9.05, -0.01, 24, 21720, бТел
10:12:50, 9.06, 0.01, 44, 40733, бРел
10:12:45, 9.05, --, 916, 828980, бТел
10:12:40, 9.05, --, 123, 111351, бТел
10:12:35, 9.05, --, 312, 282360, бТел
10:12:30, 9.05, --, 128, 115984, бТел
10:12:25, 9.05, --, 70, 63603, бТел
10:12:20, 9.05, --, 320, 289600, бТел
10:12:15, 9.05, --, 144, 130320, бТел
10:12:10, 9.05, -0.01, 225, 203625, бТел
10:12:05, 9.06, --, 1, 906, бРел
10:12:00, 9.06, --, 5748, 5208521, бТел
10:11:50, 9.06, -0.01, 66, 59796, бТел
10:11:45, 9.07, 0.01, 373, 338311, бРел
10:11:40, 9.06, -0.01, 301, 272778, бТел
10:11:35, 9.07, --, 2153, 1953641, бТел
10:11:30, 9.07, --, 3255, 2952393, бТел
10:11:25, 9.07, -0.01, 676, 613603, бТел
10:11:15, 9.08, 0.01, 729, 661932, бРел
10:11:10, 9.07, --, 1244, 1128308, бТел
10:11:05, 9.07, --, 846, 767430, бТел
10:11:00, 9.07, --, 102, 93021, бТел
10:10:50, 9.07, --, 2000, 1814000, бТел
10:10:45, 9.07, -0.01, 83, 75317, бТел
10:10:40, 9.08, --, 156, 141648, бРел
10:10:35, 9.08, 0.01, 60, 54480, бРел
10:10:25, 9.07, --, 943, 855845, бТел
10:10:25, 9.07, -0.01, 70, 64360, бТел
10:10:20, 9.08, 0.01, 60, 54480, бРел
10:10:15, 9.07, -0.01, 75, 68061, бТел
10:10:10, 9.08, --, 234, 212472, бРел
10:10:05, 9.08, 0.01, 374, 339592, бРел
10:09:55, 9.07, -0.01, 266, 241443, бТел
10:09:55, 9.08, --, 114, 103512, бРел
10:09:50, 9.08, --, 827, 750916, бРел
10:09:45, 9.08, 0.01, 2645, 2401841, бРел
10:09:40, 9.07, --, 2213, 2007191, бТел
10:09:35, 9.07, -0.01, 202, 183903, бТел
10:09:30, 9.08, 0.01, 129, 117785, бРел
10:09:25, 9.07, -0.01, 383, 347562, бТел
10:09:20, 9.08, --, 1030, 935240, бРел
10:09:15, 9.08, 0.01, 1200, 1089600, бРел
10:09:10, 9.07, -0.01, 79, 71653, бТел
10:09:05, 9.08, --, 106, 96248, бРел
10:09:00, 9.08, --, 337, 306758, бРел
10:08:55, 9.08, --, 120, 108960, бРел
10:08:50, 9.08, --, 25, 22736, бРел
10:08:45, 9.08, 0.01, 320, 290632, бРел
10:08:40, 9.07, -0.01, 207, 187785, бТел
10:08:30, 9.08, 0.01, 278, 252641, бРел
10:08:25, 9.07, --, 151, 136993, бТел
10:08:20, 9.07, -0.01, 196, 177772, бТел
10:08:15, 9.08, --, 176, 159808, бРел
10:08:10, 9.08, --, 100, 90800, бРел
10:08:00, 9.08, --, 206, 187048, бРел
10:08:00, 9.08, --, 14, 13583, бРел
10:07:55, 9.08, -0.01, 3268, 2967852, бТел
10:07:50, 9.09, --, 10, 9090, бРел
10:07:40, 9.09, 0.01, 177, 160893, бРел
10:07:40, 9.08, -0.01, 402, 365197, бТел
10:07:35, 9.09, --, 128, 116352, бРел
10:07:30, 9.09, 0.01, 231, 210669, бРел
10:07:25, 9.08, -0.01, 250, 227072, бТел
10:07:20, 9.09, 0.01, 221, 200925, бРел
10:07:15, 9.08, -0.01, 78, 71695, бТел
10:07:10, 9.09, --, 956, 869222, бРел
10:07:05, 9.09, --, 144, 130896, бРел
10:07:00, 9.09, 0.01, 39, 36032, бРел
10:06:55, 9.08, --, 258, 234264, бТел
10:06:50, 9.08, --, 405, 367921, бТел
10:06:45, 9.08, --, 142, 128936, бТел
10:06:40, 9.08, -0.01, 137, 124396, бТел
10:06:35, 9.09, --, 700, 636409, бРел
10:06:30, 9.09, --, 1331, 1209879, бРел
10:06:25, 9.09, 0.01, 1835, 1668015, бРел
10:06:20, 9.08, --, 424, 384992, бТел
10:06:15, 9.08, -0.02, 1460, 1325788, бТел
10:06:05, 9.1, 0.01, 382, 348493, бРел
10:06:05, 9.09, --, 1601, 1455345, бТел
10:06:00, 9.09, --, 920, 836570, бТел
10:05:55, 9.09, -0.01, 559, 508131, бТел
10:05:50, 9.1, 0.02, 503, 457948, бРел
10:05:45, 9.08, -0.01, 154, 139832, бТел
10:05:40, 9.09, --, 86, 78174, бРел
10:05:35, 9.09, -0.01, 1857, 1688776, бТел
10:05:30, 9.1, 0.01, 115, 104832, бРел
10:05:25, 9.09, -0.01, 176, 160856, бТел
10:05:20, 9.1, --, 551, 501519, бРел
10:05:15, 9.1, 0.01, 33, 30066, бРел
10:05:10, 9.09, -0.01, 256, 233503, бТел
10:05:05, 9.1, 0.01, 185, 168350, бРел
10:05:00, 9.09, --, 2159, 1963294, бРел
10:04:50, 9.09, --, 2018, 1835016, бРел
10:04:40, 9.09, --, 512, 465408, бРел
10:04:35, 9.09, --, 1175, 1068075, бРел
10:04:30, 9.09, --, 191, 173728, бРел
10:04:25, 9.09, --, 665, 604485, бРел
10:04:20, 9.09, --, 300, 272700, бРел
10:04:15, 9.09, --, 234, 212706, бРел
10:04:10, 9.09, 0.01, 203, 184527, бРел
10:04:05, 9.08, -0.01, 559, 507572, бТел
10:04:00, 9.09, --, 90, 82646, бРел
10:03:55, 9.09, --, 14, 13598, бРел
10:03:50, 9.09, --, 48, 43632, бРел
10:03:45, 9.09, 0.01, 1138, 1034551, бРел
10:03:40, 9.08, -0.01, 836, 759088, бТел
10:03:35, 9.09, 0.01, 574, 521766, бРел
10:03:30, 9.08, --, 370, 336432, бТел
10:03:25, 9.08, -0.01, 94, 85352, бТел
10:03:20, 9.09, 0.01, 23, 20907, бРел
10:03:15, 9.08, --, 2993, 2717934, бРел
10:03:05, 9.08, 0.01, 141, 128572, бРел
10:03:05, 9.07, --, 188, 171386, бТел
10:03:00, 9.07, -0.01, 1377, 1249120, бТел
10:02:55, 9.08, 0.01, 2008, 1823264, бРел
10:02:50, 9.07, --, 339, 307473, бТел
10:02:45, 9.07, --, 239, 216773, бТел
10:02:40, 9.07, --, 1461, 1325127, бТел
10:02:35, 9.07, --, 46, 41722, бТел
10:02:30, 9.07, --, 128, 116930, бТел
10:02:25, 9.07, --, 41, 37187, бТел
10:02:20, 9.07, --, 127, 115624, бТел
10:02:15, 9.07, --, 319, 289369, бТел
10:02:10, 9.07, -0.01, 168, 152376, бТел
10:02:05, 9.08, --, 110, 100751, бРел
10:02:00, 9.08, --, 172, 156684, бРел
10:01:55, 9.08, --, 89, 80812, бРел
10:01:50, 9.08, 0.01, 346, 314168, бРел
10:01:40, 9.07, --, 179, 162353, бТел
10:01:40, 9.07, -0.01, 180, 163260, бТел
10:01:35, 9.08, 0.01, 60, 54480, бРел
10:01:30, 9.07, --, 120, 108840, бТел
10:01:25, 9.07, --, 20, 18140, бТел
10:01:20, 9.07, --, 145, 131515, бТел
10:01:15, 9.07, --, 243, 220401, бТел
10:01:10, 9.07, --, 80, 72560, бТел
10:01:05, 9.07, --, 169, 153283, бРел
10:01:00, 9.07, 0.01, 424, 385402, бРел
10:00:55, 9.06, -0.01, 297, 269082, бТел
10:00:50, 9.07, 0.01, 187, 169609, бРел
10:00:45, 9.06, --, 36, 32616, бТел
10:00:40, 9.06, -0.01, 274, 248244, бТел
10:00:35, 9.07, 0.01, 320, 290348, бРел
10:00:30, 9.06, -0.01, 167, 151410, бТел
10:00:25, 9.07, 0.01, 233, 212129, бРел
10:00:20, 9.06, --, 190, 172140, бТел
10:00:15, 9.06, --, 48, 43488, бТел
10:00:10, 9.06, --, 482, 436909, бТел
10:00:05, 9.06, --, 2331, 2111886, бТел
10:00:00, 9.06, --, 139, 126586, бТел
09:59:55, 9.06, -0.01, 173, 157064, бТел
09:59:50, 9.07, 0.01, 135, 122481, бРел
09:59:45, 9.06, --, 28, 25657, бТел
09:59:40, 9.06, --, 74, 67188, бТел
09:59:35, 9.06, --, 41, 37653, бТел
09:59:30, 9.06, -0.01, 183, 165942, бТел
09:59:25, 9.07, 0.01, 321, 291691, бРел
09:59:20, 9.06, -0.01, 127, 115714, бТел
09:59:15, 9.07, 0.01, 280, 254286, бРел
09:59:10, 9.06, --, 294, 267233, бТел
09:59:05, 9.06, --, 137, 124230, бТел
09:59:00, 9.06, --, 591, 536279, бТел
09:58:55, 9.06, --, 94, 85164, бТел
09:58:50, 9.06, --, 245, 221970, бТел
09:58:45, 9.06, --, 18, 16308, бТел
09:58:40, 9.06, -0.01, 76, 68856, бТел
09:58:35, 9.07, 0.01, 129, 117003, бРел
09:58:30, 9.06, --, 125, 113721, бТел
09:58:20, 9.06, --, 113, 102994, бТел
09:58:15, 9.06, --, 28, 25368, бТел
09:58:15, 9.06, --, 346, 314092, бТел
09:58:05, 9.06, --, 180, 163406, бТел
09:58:00, 9.06, --, 962, 871861, бТел
09:57:55, 9.06, --, 474, 430205, бТел
09:57:45, 9.06, --, 195, 176814, бРел
09:57:40, 9.06, --, 415, 376098, бТел
09:57:35, 9.06, 0.01, 501, 454123, бРел
09:57:30, 9.05, --, 214, 194538, бТел
09:57:25, 9.05, --, 517, 468029, бТел
09:57:20, 9.05, --, 317, 287464, бТел
09:57:10, 9.05, -0.01, 927, 839043, бТел
09:57:10, 9.06, 0.01, 1319, 1195014, жпптел
09:57:00, 9.05, -0.01, 722, 653554, бТел
09:57:00, 9.06, --, 1295, 1173886, бТел
09:56:55, 9.06, -0.01, 545, 493806, бТел
09:56:50, 9.07, --, 614, 557768, бРел
09:56:45, 9.07, 0.01, 216, 196492, бРел
09:56:40, 9.06, --, 32, 28992, бТел
09:56:35, 9.06, --, 65, 59324, бТел
09:56:25, 9.06, --, 27, 24751, бТел
09:56:25, 9.06, --, 28, 25368, бТел
09:56:20, 9.06, --, 196, 177576, бТел
09:56:15, 9.06, -0.01, 877, 794598, бТел
09:56:10, 9.07, --, 44, 40633, бРел
09:56:05, 9.07, 0.01, 88, 80178, бРел
09:56:00, 9.06, --, 126, 114953, бТел
09:55:55, 9.06, --, 157, 142278, бТел
09:55:50, 9.06, --, 141, 127818, бТел
09:55:45, 9.06, --, 104, 95057, бТел
09:55:40, 9.06, -0.01, 614, 556284, бТел
09:55:35, 9.07, --, 534, 485208, бРел
09:55:30, 9.07, --, 48, 43536, бРел
09:55:25, 9.07, --, 251, 227657, бРел
09:55:20, 9.07, 0.01, 585, 530595, бРел
09:55:15, 9.06, --, 69, 62514, бТел
09:55:10, 9.06, --, 14, 12684, бТел
09:55:05, 9.06, -0.01, 89, 80634, бТел
09:55:00, 9.07, 0.01, 242, 219494, бРел
09:54:55, 9.06, -0.01, 195, 176670, бТел
09:54:50, 9.07, 0.01, 552, 500664, бРел
09:54:45, 9.06, --, 130, 117780, бТел
09:54:40, 9.06, --, 593, 537258, бТел
09:54:35, 9.06, --, 3157, 2860495, бТел
09:54:30, 9.06, --, 457, 414042, бТел
09:54:25, 9.06, --, 125, 113250, бТел
09:54:20, 9.06, --, 33, 30115, бТел
09:54:15, 9.06, --, 67, 60702, бТел
09:54:10, 9.06, --, 63, 57078, бТел
09:54:05, 9.06, --, 109, 98754, бТел
09:54:00, 9.06, --, 71, 64507, бТел
09:53:55, 9.06, -0.01, 335, 304307, бТел
09:53:50, 9.07, 0.01, 860, 780020, бРел
09:53:45, 9.06, -0.01, 100, 90600, бТел
09:53:40, 9.07, --, 477, 432747, бРел
09:53:35, 9.07, 0.01, 221, 200447, бРел
09:53:30, 9.06, --, 83, 75741, бТел
09:53:25, 9.06, -0.01, 337, 305322, бТел
09:53:20, 9.07, --, 3, 2721, бРел
09:53:15, 9.07, 0.01, 4677, 4242039, бРел
09:53:10, 9.06, --, 48, 43488, бТел
09:53:05, 9.06, --, 100, 90600, бТел
09:52:55, 9.06, --, 22, 20312, бТел
09:52:55, 9.06, --, 162, 146772, бТел
09:52:50, 9.06, --, 271, 245526, бТел
09:52:45, 9.06, -0.01, 355, 321630, бТел
09:52:40, 9.07, 0.01, 133, 120631, бРел
09:52:35, 9.06, --, 215, 194790, бТел
09:52:30, 9.06, --, 104, 94495, бТел
09:52:20, 9.06, -0.01, 108, 97848, бТел
09:52:15, 9.07, 0.01, 68, 61676, бРел
09:52:15, 9.06, --, 133, 120498, бТел
09:52:10, 9.06, -0.01, 1134, 1027404, бТел
09:52:05, 9.07, 0.01, 389, 352823, бРел
09:52:00, 9.06, -0.01, 106, 96507, бТел
09:51:55, 9.07, --, 353, 320279, бРел
09:51:50, 9.07, --, 1220, 1106540, бРел
09:51:45, 9.07, --, 20, 18140, бРел
09:51:40, 9.07, --, 17, 15419, бРел
09:51:35, 9.07, --, 2858, 2592206, бРел
09:51:15, 9.07, --, 2568, 2329248, бТел
09:51:15, 9.07, -0.01, 703, 637693, бТел
09:51:10, 9.08, --, 2518, 2286344, бРел
09:51:05, 9.08, --, 2186, 1984888, бРел
09:51:00, 9.08, 0.02, 1450, 1317362, бРел
09:50:50, 9.06, -0.01, 6376, 5776837, бТел
09:50:50, 9.07, -0.01, 188, 170516, бТел
09:50:45, 9.08, 0.01, 3678, 3340350, бРел
09:50:40, 9.07, -0.01, 1945, 1764115, бТел
09:50:35, 9.08, --, 4012, 3643622, бРел
09:50:30, 9.08, 0.01, 733, 665963, бРел
09:50:25, 9.07, -0.01, 891, 808137, бТел
09:50:20, 9.08, --, 3912, 3552096, бРел
09:50:10, 9.08, 0.01, 3175, 2883717, бРел
09:50:10, 9.07, -0.01, 662, 600434, бТел
09:50:05, 9.08, 0.01, 3818, 3466744, бРел
09:50:00, 9.07, -0.01, 3396, 3080879, бТел
09:49:55, 9.08, 0.01, 70, 63560, бРел
09:49:50, 9.07, --, 415, 376405, бТел
09:49:45, 9.07, --, 3350, 3038450, бТел
09:49:40, 9.07, --, 395, 358265, бТел
09:49:35, 9.07, --, 657, 596298, бТел
09:49:30, 9.07, --, 1496, 1357706, бТел
09:49:25, 9.07, 0.01, 1108, 1005717, бРел
09:49:20, 9.06, -0.01, 2719, 2463414, бТел
09:49:15, 9.07, --, 2771, 2513297, бРел
09:49:10, 9.07, --, 1161, 1053027, бРел
09:49:05, 9.07, 0.01, 193, 175051, бРел
09:49:00, 9.06, -0.01, 157, 142531, бТел
