Ёи╫╩й╠╪Д, Ёи╫╩╪ш, ╪ш╦Я╠Д╤╞, Ёи╫╩а©(йж), Ёи╫╩╤Н(т╙), птжй
09:48:55, 9.07, 0.01, 94, 85258, бРел
09:48:50, 9.06, --, 586, 530916, бТел
09:48:45, 9.06, --, 2010, 1821060, бТел
09:48:35, 9.06, 0.01, 6285, 5694210, бРел
09:48:35, 9.05, --, 81, 73395, бТел
09:48:30, 9.05, --, 430, 390036, бТел
09:48:25, 9.05, --, 423, 382815, бТел
09:48:20, 9.05, 0.01, 1507, 1364160, бРел
09:48:15, 9.04, -0.01, 2264, 2047469, бТел
09:48:10, 9.05, --, 709, 641645, бРел
09:48:05, 9.05, --, 2498, 2260690, бРел
09:48:00, 9.05, 0.01, 1186, 1073420, бРел
09:47:55, 9.04, -0.01, 390, 352559, бТел
09:47:50, 9.05, 0.01, 914, 827170, бРел
09:47:45, 9.04, --, 959, 867189, бТел
09:47:40, 9.04, -0.01, 22, 19887, бТел
09:47:35, 9.05, 0.01, 603, 545715, бРел
09:47:30, 9.04, --, 330, 299151, бТел
09:47:25, 9.04, --, 2507, 2267051, бРел
09:47:20, 9.04, --, 1142, 1033235, бРел
09:47:15, 9.04, --, 2717, 2456168, бРел
09:47:10, 9.04, --, 246, 222383, бРел
09:47:05, 9.04, --, 753, 680711, бРел
09:47:00, 9.04, 0.01, 164, 148400, бРел
09:46:55, 9.03, --, 523, 472268, бТел
09:46:50, 9.03, --, 650, 586950, бТел
09:46:45, 9.03, --, 920, 831518, бТел
09:46:40, 9.03, --, 1098, 991746, бРел
09:46:35, 9.03, 0.01, 1537, 1387911, бРел
09:46:30, 9.02, --, 2477, 2235065, бТел
09:46:25, 9.02, --, 408, 368016, бТел
09:46:15, 9.02, --, 20, 18040, бТел
09:46:15, 9.02, --, 2000, 1804000, бТел
09:46:10, 9.02, --, 1390, 1254591, бРел
09:46:05, 9.02, 0.01, 1200, 1082400, бРел
09:46:00, 9.01, -0.01, 645, 581649, бТел
09:45:55, 9.02, --, 1149, 1036398, бРел
09:45:50, 9.02, 0.01, 340, 307311, бРел
09:45:45, 9.01, --, 2801, 2523701, бТел
09:45:40, 9.01, --, 266, 239666, бТел
09:45:35, 9.01, --, 2009, 1810361, бРел
09:45:30, 9.01, 0.01, 3777, 3403815, бРел
09:45:25, 9.0, --, 446, 401400, бТел
09:45:20, 9.0, --, 3, 2700, бТел
09:45:15, 9.0, -0.01, 3410, 3069000, бТел
09:45:10, 9.01, 0.01, 2953, 2661193, бРел
09:45:05, 9.0, --, 208, 187200, бРел
09:45:00, 9.0, --, 7561, 6804900, бРел
09:44:50, 9.0, --, 472, 424800, бРел
09:44:40, 9.0, -0.01, 512, 460800, бТел
09:44:35, 9.01, --, 784, 706384, бРел
09:44:30, 9.01, --, 5502, 4957806, бРел
09:44:25, 9.01, 0.01, 1105, 995605, бРел
09:44:20, 9.0, --, 1225, 1102716, бРел
09:44:15, 9.0, --, 931, 838584, бТел
09:44:10, 9.0, --, 118, 106398, бТел
09:44:05, 9.0, --, 367, 330300, бТел
09:44:00, 9.0, --, 116, 104436, бТел
09:43:55, 9.0, --, 273, 245700, бТел
09:43:50, 9.0, --, 20, 18000, бТел
09:43:45, 9.0, 0.01, 20463, 18416826, бРел
09:43:40, 8.99, -0.01, 162, 146429, бТел
09:43:35, 9.0, --, 133, 119700, бРел
09:43:30, 9.0, --, 515, 463824, бРел
09:43:25, 9.0, 0.01, 104, 93600, бРел
09:43:20, 8.99, --, 30, 26970, бТел
09:43:15, 8.99, --, 2317, 2082983, бТел
09:43:10, 8.99, --, 311, 279589, бТел
09:43:05, 8.99, --, 1034, 929673, бРел
09:43:00, 8.99, --, 909, 817559, бРел
09:42:55, 8.99, 0.01, 1296, 1165104, бРел
09:42:50, 8.98, --, 28, 25144, бТел
09:42:45, 8.98, --, 646, 580224, бТел
09:42:40, 8.98, -0.01, 1211, 1087478, бТел
09:42:30, 8.99, 0.01, 6080, 5465920, бРел
09:42:30, 8.98, --, 492, 442318, бТел
09:42:25, 8.98, --, 50, 44900, бТел
09:42:20, 8.98, -0.01, 296, 265808, бТел
09:42:15, 8.99, --, 1988, 1787526, бРел
09:42:10, 8.99, --, 339, 304761, бРел
09:42:05, 8.99, --, 234, 210366, бРел
09:42:00, 8.99, --, 875, 787344, бРел
09:41:55, 8.99, --, 258, 232211, бРел
09:41:50, 8.99, --, 242, 217558, бРел
09:41:45, 8.99, --, 1784, 1603878, бРел
09:41:40, 8.99, --, 410, 368590, бРел
09:41:35, 8.99, 0.01, 1047, 941253, бРел
09:41:30, 8.98, -0.01, 145, 131054, бТел
09:41:25, 8.99, 0.01, 135, 121365, бРел
09:41:20, 8.98, -0.01, 247, 221806, бТел
09:41:15, 8.99, --, 1021, 918760, бРел
09:41:10, 8.99, --, 367, 329933, бРел
09:41:05, 8.99, 0.01, 794, 713806, бРел
09:41:00, 8.98, -0.01, 131, 117799, бТел
09:40:50, 8.99, 0.01, 259, 232841, бРел
09:40:50, 8.98, --, 179, 160742, бТел
09:40:45, 8.98, --, 1646, 1478745, бТел
09:40:40, 8.98, -0.01, 54, 48492, бТел
09:40:35, 8.99, 0.01, 864, 776736, бРел
09:40:30, 8.98, --, 1442, 1295382, бТел
09:40:25, 8.98, --, 52, 47100, бТел
09:40:20, 8.98, --, 1362, 1223111, бРел
09:40:15, 8.98, --, 1848, 1660366, бТел
09:40:10, 8.98, -0.01, 45, 40410, бТел
09:40:00, 8.99, --, 329, 296400, бРел
09:40:00, 8.99, --, 89, 80011, бРел
09:39:55, 8.99, --, 417, 374883, бТел
09:39:50, 8.99, --, 9163, 8237537, бТел
09:39:45, 8.99, --, 1750, 1573384, бТел
09:39:40, 8.99, -0.01, 259, 232841, бТел
09:39:35, 9.0, 0.01, 38, 34200, бРел
09:39:30, 8.99, 0.01, 1374, 1235603, бРел
09:39:25, 8.98, -0.01, 1295, 1163655, бТел
09:39:20, 8.99, --, 79, 71021, бТел
09:39:10, 8.99, --, 2611, 2347441, бРел
09:39:10, 8.99, --, 78, 70122, бРел
09:39:05, 8.99, --, 765, 687735, бРел
09:39:00, 8.99, --, 69, 62031, бРел
09:38:55, 8.99, --, 112, 100688, бРел
09:38:50, 8.99, --, 1548, 1392515, бТел
09:38:40, 8.99, --, 1207, 1085641, бТел
09:38:40, 8.99, --, 191, 171709, бТел
09:38:35, 8.99, --, 139, 124961, бТел
09:38:30, 8.99, --, 2405, 2162931, бРел
09:38:20, 8.99, --, 3608, 3243592, бРел
09:38:10, 8.99, --, 2077, 1867870, бТел
09:38:05, 8.99, -0.01, 141, 126759, бТел
09:38:05, 9.0, 0.01, 13, 11700, бРел
09:38:00, 8.99, --, 657, 590894, бРел
09:37:50, 8.99, --, 44, 39556, бРел
09:37:45, 8.99, --, 1875, 1686263, бТел
09:37:40, 8.99, --, 1135, 1020625, бТел
09:37:30, 8.99, --, 837, 752463, бТел
09:37:30, 8.99, 0.01, 587, 528036, бТел
09:37:25, 8.98, --, 463, 415774, бТел
09:37:20, 8.98, --, 921, 827058, бТел
09:37:15, 8.98, -0.01, 1588, 1426410, бТел
09:37:10, 8.99, --, 188, 169012, бРел
09:37:05, 8.99, 0.01, 763, 686305, бРел
09:37:00, 8.98, -0.02, 235, 211568, бТел
09:36:55, 9.0, 0.02, 102, 91800, бРел
09:36:50, 8.98, --, 2225, 1998050, бТел
09:36:45, 8.98, --, 2154, 1934561, бТел
09:36:35, 8.98, -0.01, 937, 841426, бТел
09:36:35, 8.99, --, 495, 445067, бРел
09:36:30, 8.99, 0.01, 39, 35061, бРел
09:36:25, 8.98, --, 355, 318790, бТел
09:36:20, 8.98, --, 462, 414876, бТел
09:36:15, 8.98, --, 4943, 4438814, бТел
09:36:10, 8.98, --, 5664, 5086685, бРел
09:36:05, 8.98, 0.01, 443, 398245, бРел
09:35:55, 8.97, -0.01, 99, 88803, бТел
09:35:55, 8.98, --, 422, 378956, бРел
09:35:50, 8.98, --, 1063, 954574, бРел
09:35:40, 8.98, -0.01, 2907, 2611312, бТел
09:35:40, 8.99, --, 474, 426126, бРел
09:35:35, 8.99, --, 997, 896374, бРел
09:35:30, 8.99, --, 353, 317347, бРел
09:35:25, 8.99, --, 173, 156192, бТел
09:35:20, 8.99, -0.01, 78, 70122, бТел
09:35:15, 9.0, 0.01, 2449, 2204100, бРел
09:35:10, 8.99, --, 2611, 2347289, бТел
09:35:05, 8.99, --, 244, 219778, бТел
09:35:00, 8.99, -0.01, 890, 800110, бТел
09:34:55, 9.0, --, 674, 606600, бРел
09:34:50, 9.0, --, 143, 128700, бРел
09:34:45, 9.0, --, 2263, 2036700, бРел
09:34:40, 9.0, --, 133, 119700, бРел
09:34:35, 9.0, -0.02, 563, 507564, бТел
09:34:30, 9.02, 0.01, 1106, 997648, бРел
09:34:25, 9.01, --, 861, 775761, бРел
09:34:20, 9.01, 0.01, 574, 517174, бРел
09:34:10, 9.0, --, 850, 765000, бРел
09:34:10, 9.0, -0.03, 9247, 8322669, бТел
09:34:05, 9.03, --, 5210, 4705397, бРел
09:34:00, 9.03, 0.01, 659, 595077, бРел
09:33:55, 9.02, --, 706, 636812, бРел
09:33:50, 9.02, --, 248, 223696, бРел
09:33:45, 9.02, -0.01, 1049, 946351, бТел
09:33:35, 9.03, --, 262, 236585, бРел
09:33:35, 9.03, 0.01, 305, 275415, бРел
09:33:30, 9.02, -0.01, 197, 177694, бТел
09:33:25, 9.03, --, 755, 681765, бТел
09:33:20, 9.03, --, 127, 114680, бРел
09:33:15, 9.03, -0.01, 190, 171813, бТел
09:33:10, 9.04, 0.02, 110, 99439, бРел
09:33:05, 9.02, -0.01, 709, 640113, бТел
09:33:00, 9.03, 0.01, 156, 140868, бРел
09:32:55, 9.02, 0.01, 600, 541200, бРел
09:32:50, 9.01, -0.01, 1234, 1111834, бТел
09:32:45, 9.02, --, 646, 582692, бРел
09:32:40, 9.02, 0.01, 193, 174086, бРел
09:32:35, 9.01, --, 28, 25399, бТел
09:32:30, 9.01, --, 309, 278409, бРел
09:32:25, 9.01, --, 232, 209032, бРел
09:32:20, 9.01, --, 160, 144610, бРел
09:32:15, 9.01, --, 1839, 1656939, бТел
09:32:10, 9.01, --, 676, 609868, бРел
09:32:05, 9.01, 0.01, 681, 613644, бРел
09:32:00, 9.0, --, 806, 725400, бТел
09:31:50, 9.0, --, 630, 567000, бТел
09:31:45, 9.0, --, 369, 332190, бРел
09:31:35, 9.0, 0.01, 2949, 2654208, бРел
09:31:25, 8.99, -0.01, 551, 495349, бТел
09:31:20, 9.0, --, 540, 486000, бРел
09:31:15, 9.0, --, 161, 144900, бРел
09:31:10, 9.0, 0.01, 291, 261900, бРел
09:31:05, 8.99, --, 191, 171709, бТел
09:31:00, 8.99, -0.01, 305, 274707, жпптел
09:30:55, 9.0, 0.01, 171, 153900, бРел
09:30:50, 8.99, --, 175, 157325, бРел
09:30:45, 8.99, 0.01, 759, 682341, бРел
09:30:40, 8.98, -0.02, 264, 237072, бТел
09:30:35, 9.0, 0.01, 6137, 5523642, бРел
09:30:30, 8.99, --, 1201, 1080256, бТел
09:30:25, 8.99, -0.01, 128, 115072, бТел
09:30:20, 9.0, --, 450, 405000, бРел
09:30:15, 9.0, --, 305, 274500, бРел
09:30:10, 9.0, 0.01, 277, 249300, бРел
09:30:05, 8.99, -0.01, 5200, 4674800, бТел
09:30:00, 9.0, -0.01, 5230, 4707000, бТел
09:25:05, 9.01, 9.01, 8109, 7306209, бРел
