日期, 市场指数, 组合1, 组合2, 组合3, 组合4, 组合5, 无风险利率,SMB,HML
20131205,2247.06,1731.56,1509.18,1560.26,4536.84,4304.85,0.000134,0.0038,0.0009
20131206,2237.11,1705.05,1505.48,1551.46,4516.01,4285.74,0.000142,0.0018,-0.0025
20131209,2238.2,1698.93,1505.49,1549.58,4547.3,4280.36,0.000144,0.0087,0.0002
20131210,2237.49,1682.36,1510.63,1542.3,4554.05,4237.14,0.000146,0.0028,-0.0024
20131211,2204.17,1662.18,1487.02,1514.42,4511.73,4212.17,0.000146,0.0019,-0.005
20131212,2202.8,1658.3,1480.92,1517.26,4517.16,4257.23,0.000146,0.0044,0.0005
20131213,2196.07,1638.44,1474.97,1515.15,4505.14,4274.24,0.000146,0.007,0.0009
20131216,2160.86,1610.96,1444.71,1486.28,4405.49,4198.83,0.000146,0.0061,0.0006
20131217,2151.08,1605.86,1438.62,1485.81,4373.21,4249.31,0.000147,-0.0005,-0.0008
20131218,2148.28,1604.21,1442.59,1478.2,4373.05,4269.94,0.000148,-0.0008,-0.0008
20131219,2127.79,1595.79,1425.82,1460.72,4319.81,4202.45,0.000149,-0.0016,0.0021
20131220,2084.79,1552.94,1384.42,1432.35,4318.55,4178.79,0.00015,0.005,-0.005
20131223,2089.71,1558.51,1381.38,1435.35,4302.89,4299.56,0.000151,-0.0063,-0.0009
20131224,2092.91,1558.13,1383.34,1437.47,4294.84,4269.16,0.000151,0.0058,-0.0005
20131225,2106.35,1560.82,1393.28,1444.68,4335.33,4268.34,0.000151,0.0072,0.0059
20131226,2073.1,1527.28,1370.92,1415.8,4281.86,4250.14,0.000152,-0.002,0.0001
20131227,2101.25,1537.35,1389.38,1442.28,4327.06,4280.1,0.000152,0.0058,0.0028
20131230,2097.53,1528.79,1388.51,1440.5,4337.05,4281.23,0.000152,0.0078,-0.0016
20131231,2115.98,1542.48,1406.42,1451.66,4384.5,4333.41,0.000152,-0.0077,-0.0043
20140102,2109.39,1520.26,1404.75,1449,4331.13,4414.66,0.000152,0.01,-0.0022
20140103,2083.14,1501.8,1394.59,1430.46,4272.79,4379.94,0.000152,0.0065,-0.0036
20140106,2045.71,1468.36,1347.59,1381.35,4149.13,4259.85,0.000153,-0.0045,-0.0003
20140107,2047.32,1464.32,1345.16,1388.91,4180.95,4303.97,0.000153,0.0058,-0.0009
20140108,2044.34,1446.7,1331.16,1381.81,4204.12,4340.68,0.000153,0.0044,0.0003
20140109,2027.62,1454.35,1309.02,1369.3,4149.47,4312.1,0.000153,-0.0082,-0.0008
20140110,2013.3,1445.77,1305.35,1347.01,4163.29,4225.28,0.000153,-0.0057,0.0044
20140113,2009.56,1425.09,1314.93,1339.35,4150.22,4173.96,0.000153,0.0011,0.0018
20140114,2026.84,1437.54,1322.59,1345.03,4200.71,4210.38,0.000153,0.0084,0.0026
20140115,2023.35,1428.9,1320.44,1348.43,4196.65,4282.65,0.000153,0.0052,-0.0002
20140116,2023.7,1434.12,1335.53,1349.27,4201.65,4249.45,0.000153,0.0022,0.0004
20140117,2004.95,1414.09,1314.23,1320.9,4100.33,4183.94,0.000153,0.0018,0.0021
20140120,1991.25,1397.93,1300.82,1317.89,4094.38,4115.4,0.000153,0.0033,-0.0013
20140121,2008.31,1407.49,1316.76,1329.97,4093.92,4155.04,0.000153,0.007,0.0011
20140122,2051.75,1439.4,1351.14,1369.55,4217.08,4244.91,0.000153,-0.0019,0.0002
20140123,2042.18,1426.05,1342.08,1366.15,4231.19,4244.01,0.000153,0.0078,0.0007
20140124,2054.39,1438.02,1352.88,1376.03,4253.28,4281.11,0.000153,0.004,-0.003
20140127,2033.3,1427.11,1335.7,1361.63,4224.95,4227.23,0.000153,0.0067,-0.0002
20140128,2038.51,1416.84,1341.57,1362.13,4171.66,4231.19,0.000153,0.0015,0.0026
20140129,2049.91,1411.37,1345.41,1362.49,4105.48,4270.66,0.000153,0.0086,0.0003
20140130,2033.08,1391.63,1327.58,1357.94,4040.82,4266.05,0.000153,0.0055,0
20140207,2044.5,1399.4,1340.06,1370.38,4111.29,4258.64,0.000153,0.0095,0.0014
20140210,2086.07,1427.37,1380.45,1415.08,4197.92,4402.6,0.000154,0.0054,-0.0037
20140211,2103.67,1461.65,1387.76,1420.06,4217.92,4440.72,0.000153,0.0014,0.0005
20140212,2109.95,1462.79,1391.42,1420.03,4252.13,4466.79,0.000153,0.0085,-0.0014
20140213,2098.4,1445.59,1388.41,1403,4211.18,4375.08,0.000154,-0.0067,-0.0022
20140214,2115.85,1457.51,1399.81,1422.88,4290.1,4461.4,0.000153,0.0079,0.0008
20140217,2135.41,1471.65,1412.64,1437.36,4337.91,4512.98,0.000153,0.0119,0.0013
20140218,2119.07,1449.79,1389.94,1431.29,4299.26,4530.67,0.000153,0.0087,-0.0002
20140219,2142.55,1474.37,1401.87,1437.97,4325.58,4550.38,0.000153,-0.0078,0.0004
20140220,2138.78,1508.92,1389.18,1429.73,4307.58,4519.3,0.000153,-0.0171,0.0121
20140221,2113.69,1469.29,1373.65,1408.41,4269.77,4505.22,0.000153,0.0098,-0.0055
20140224,2076.69,1427.26,1343.8,1379.28,4207.17,4542.11,0.000153,0.0229,-0.0028
20140225,2034.22,1397.17,1314.06,1340.37,4057.37,4431.8,0.000152,-0.016,0.0026
20140226,2041.25,1414.31,1333.5,1342.55,4046.53,4468.77,0.000152,0.0035,-0.0045
20140227,2047.35,1427.14,1315.76,1345.58,4025.15,4324.28,0.000152,-0.01,0.0106
20140228,2056.3,1418.39,1328.78,1355.72,4104.35,4338.58,0.000151,0.0019,-0.005
20140303,2075.24,1425.72,1345.81,1374.39,4193.32,4387.07,0.000151,0.0086,-0.002
20140304,2071.47,1412.84,1344.13,1368.01,4165.54,4362.35,0.000151,0.0062,0.001
20140305,2053.08,1406.79,1333.31,1352.16,4179.09,4302.74,0.000151,0.0069,-0.0026
20140306,2059.58,1413.48,1334.91,1353.94,4157.63,4257.52,0.000151,0.001,0.0043
20140307,2057.91,1416.47,1338.66,1351.15,4196.81,4274.66,0.000151,-0.0034,0
20140310,1999.07,1363.24,1285.89,1301.48,4108.56,4191.66,0.000151,-0.0092,-0.0017
20140311,2001.16,1369.24,1296.54,1294.8,4151.14,4251.07,0.000151,-0.0037,-0.0033
20140312,1997.69,1360.53,1303.58,1295.23,4126.63,4255.38,0.000151,0.0007,-0.009
20140313,2019.11,1372.94,1309.67,1305.47,4247.61,4284.6,0.000151,0.0007,-0.0006
20140314,2004.34,1352.19,1308.77,1291.84,4202.15,4236.14,0.000151,0.0041,0.0015
20140317,2023.67,1372.2,1327.67,1307.3,4235.15,4293.48,0.000151,0.0084,0.0007
20140318,2025.2,1365.66,1321.7,1309.7,4263.58,4309.1,0.000151,0.0064,0.0003
20140319,2021.73,1366.95,1321.15,1298.04,4200.62,4276.63,0.000151,0.0075,0.0058
20140320,1993.48,1346.47,1299.89,1282.64,4116.15,4166.83,0.000151,-0.0087,0.0054
20140321,2047.62,1392.95,1331.79,1316.92,4197.39,4230.34,0.000151,-0.0063,0.0031
20140324,2066.28,1403.47,1350.13,1338.46,4196.54,4215.91,0.000151,-0.0026,0.0069
20140325,2067.31,1400.83,1347,1349.11,4187.99,4219.52,0.000151,-0.0009,0.0011
20140326,2063.67,1390.72,1352.92,1343.64,4147.4,4269.72,0.000151,0.0075,-0.0022
20140327,2046.59,1368.77,1341.38,1329.47,4072.42,4205.62,0.000151,-0.0059,-0.0009
20140328,2041.71,1368.92,1345.15,1321.5,4019.4,4143.09,0.000151,-0.0187,0.001
20140331,2033.31,1371.57,1341.03,1314.39,4033.97,4131.31,0.000151,-0.0053,-0.0024
20140401,2047.46,1380.02,1350.12,1325.12,4107.02,4162.53,0.000151,0.0077,-0.0009
20140402,2058.99,1391.73,1367.29,1332.77,4098.59,4113.18,0.000151,-0.0087,0.0023
20140403,2043.7,1382.07,1359.89,1319.98,4088.01,4094.42,0.000151,0.0088,-0.0023
20140404,2058.83,1383.09,1376.87,1329.6,4127.41,4128.08,0.000151,0.0042,-0.0024
20140408,2098.28,1414.32,1395.76,1356.18,4222.63,4208.26,0.000151,-0.006,-0.0012
20140409,2105.24,1424.28,1399.52,1358.53,4226.64,4235.54,0.000151,0.0057,0.001
20140410,2134.3,1439.58,1417.28,1383.51,4280.26,4222.63,0.000151,-0.0053,0.0016
20140411,2130.54,1427.61,1402.12,1377.17,4339.32,4257.97,0.000151,-0.0006,-0.0062
20140414,2131.54,1435.26,1406.05,1379.7,4351.2,4251.97,0.000151,0.0067,-0.0005
20140415,2101.6,1408.91,1385.35,1362.4,4298.38,4214.72,0.000151,0.0066,-0.0019
20140416,2105.12,1411.64,1380.97,1361,4279.52,4208.45,0.000151,0.0029,-0.0012
20140417,2098.89,1401.62,1375.33,1356.43,4272.01,4188.42,0.000151,0.0015,0.0005
20140418,2097.75,1405.59,1376.08,1354.31,4289.79,4189.57,0.000151,0.0041,-0.0016
20140421,2065.83,1383.44,1356.78,1332,4205.9,4132.51,0.000151,-0.0028,0.0013
20140422,2072.83,1389.3,1352.39,1333.45,4204.43,4082.59,0.000151,-0.0077,0.0022
20140423,2067.38,1386.83,1349.33,1335.8,4209.49,4063.28,0.000151,-0.0023,-0.0017
20140424,2057.03,1389.52,1341.51,1326.7,4185.64,4005.47,0.000151,-0.0054,0.0031
20140425,2036.52,1374.76,1323.98,1307.42,4057.58,3939.57,0.00015,-0.0049,0.0031
20140428,2003.49,1332.98,1296.27,1282.62,3939.69,3837.49,0.000151,-0.0154,0.0029
20140429,2020.34,1343.04,1309.32,1292.25,4028.4,3876.56,0.000151,0.0044,-0.0058
20140430,2026.36,1339.9,1302.96,1297.6,4093.71,3940.88,0.000151,0.007,-0.0015
20140505,2027.35,1339.62,1309.41,1298.54,4105.55,3973.16,0.00015,0.0101,-0.0006
20140506,2028.04,1338.22,1313.44,1304.31,4104.78,3981.95,0.000149,0.0037,-0.0002
20140507,2010.08,1325.25,1298.6,1290.3,4041.33,3933.95,0.000148,-0.0061,-0.001
20140508,2015.27,1339.02,1299.63,1292.59,4032.56,3931.7,0.000148,0.0003,0.0032
20140509,2011.13,1347.32,1306.76,1288.31,4010.44,3922.21,0.000148,-0.0057,-0.0017
20140512,2052.87,1413.17,1361.36,1319.16,4079.56,3970.52,0.000147,0.0009,-0.0006
20140513,2050.73,1402.88,1349.96,1317.01,4091.79,3965.88,0.000146,0.0011,0.0018
20140514,2047.91,1396.31,1343.63,1315.27,4041.03,3978.41,0.000146,0.0007,0.0029
20140515,2024.97,1372.23,1316.51,1299.4,3977.63,3923.82,0.000144,-0.0037,0.0008
20140516,2026.5,1372.46,1316.22,1304.36,3968.86,3896.02,0.000144,0.0001,-0.0022
20140519,2005.18,1354.99,1308.05,1284.06,3912.15,3843.08,0.000143,0.0067,0.0021
20140520,2008.12,1353.43,1304.95,1283.14,3886.26,3843.17,0.000142,0.0046,0.0004
20140521,2024.95,1377.06,1313.17,1293.09,3948.91,3871.38,0.00014,0.0004,-0.0013
20140522,2021.29,1371.1,1304.37,1287.71,3934.34,3880.99,0.00014,0.0029,0.0012
20140523,2034.57,1370.68,1312.11,1293.59,3960.78,3912.13,0.000139,0.0027,-0.0006
20140526,2041.48,1372.55,1320.57,1298.6,3981,3999.9,0.000138,0.0077,-0.0029
20140527,2034.57,1367.04,1312.46,1291.36,3950.03,3982.8,0.000138,0.0014,-0.0013
20140528,2050.23,1378.05,1318.17,1298.3,3968.16,4014.33,0.000136,0.0022,0.0002
20140529,2040.6,1371.71,1306.2,1288.33,3964.59,4004.2,0.000135,-0.0071,-0.0007
20140530,2039.21,1369.94,1312.34,1289.69,3967.69,4012.18,0.000135,0.002,-0.0007
20140603,2038.31,1373.18,1309.64,1283.15,3894.87,4024.88,0.000134,-0.0003,0.0042
20140604,2024.83,1367.91,1291.05,1270.05,3870.85,3964.45,0.000133,0.0022,0.0005
20140605,2040.88,1368.68,1305.39,1279.53,3908.59,4006.18,0.000133,0.0038,-0.0008
20140606,2029.96,1358.11,1294.53,1272.36,3868.68,4006.03,0.000132,0.002,0.0001
20140609,2030.5,1352.81,1291.54,1267.36,3851.76,4014.74,0.000132,-0.0016,0.0014
20140610,2052.53,1367.69,1301.69,1281.46,3877.3,4047.86,0.000132,0.0015,-0.0007
20140611,2054.95,1366.2,1303.26,1283.52,3898.9,4095.27,0.000131,0.0024,0.0005
20140612,2051.71,1359.73,1299.98,1285.27,3900.77,4099.45,0.000131,0.0019,-0.0043
20140613,2070.72,1371.89,1310.23,1297.98,3909.18,4111.7,0.000131,0.0029,0.0005
20140616,2085.98,1382.69,1314.48,1311.01,3930.43,4097.7,0.000131,-0.0002,0.005
20140617,2066.7,1370.91,1305.03,1295.79,3893.87,4064.56,0.000131,0.0004,-0.0013
20140618,2055.52,1365.55,1301.41,1287.69,3869.91,4063.79,0.000131,-0.0047,-0.0021
20140619,2023.73,1341.61,1274.58,1266.84,3808.55,3997.42,0.000131,-0.0113,0.0023
20140620,2026.67,1351.07,1281.36,1272.45,3815.74,4022.68,0.000131,0.0068,-0.0027
20140623,2024.37,1356.66,1293.82,1264.53,3820.47,4037.33,0.000131,0.0094,-0.0031
20140624,2033.93,1361.7,1307.06,1271.99,3887.42,4085.74,0.000131,0.003,-0.0021
20140625,2025.5,1364.43,1294.39,1263.07,3853.35,4076.09,0.00013,-0.0016,0.0045
20140626,2038.68,1368.68,1305.26,1270.37,3886,4112.01,0.00013,0.0082,0.0001
20140627,2036.51,1367.93,1310.08,1282.15,3894.7,4123.61,0.00013,0.0042,0.0011
20140630,2048.33,1373.64,1318.78,1295.39,3929.94,4142.88,0.00013,0.0042,0.0002
20140701,2050.38,1374.06,1324.43,1294.88,3933.09,4145.63,0.00013,0.0052,-0.0044
20140702,2059.42,1385.5,1323.51,1304.58,3935.79,4155.78,0.00013,0.0015,0.0013
20140703,2063.23,1383.72,1338.63,1310.67,3961.4,4214.82,0.00013,-0.0007,0.0006
20140704,2059.38,1380.05,1331.05,1305.05,3969.95,4166.23,0.00013,0.0038,0.0004
20140707,2059.93,1378.17,1324.22,1311.6,3961.66,4135.59,0.00013,0.003,0.004
20140708,2064.02,1376.55,1326.28,1309.37,3967.49,4147.58,0.00013,0.004,-0.0009
20140709,2038.61,1354.79,1311.83,1296.7,3900.3,4068.19,0.00013,-0.0017,0.0015
20140710,2038.34,1352.54,1319.08,1295.7,3856,4065.68,0.00013,0.0072,0.0058
20140711,2046.96,1359.3,1331.33,1312.81,3877.25,4068.6,0.00013,0.0015,0.0017
20140714,2066.65,1354.28,1351.86,1326.61,3960.53,4096.82,0.00013,0.0025,-0.0006
20140715,2070.36,1358.09,1356.09,1324.76,4033.64,4128.94,0.00013,-0.0026,0.0023
20140716,2067.28,1361,1352.4,1321.97,4005.05,4095.25,0.00013,-0.0041,0.0078
20140717,2055.59,1356.47,1351.32,1311.48,3962.35,4063.23,0.00013,0.004,-0.0004
20140718,2059.07,1353.97,1353.2,1315.44,4030.1,4078.89,0.00013,-0.0016,-0.0006
20140721,2054.48,1341.76,1345.87,1316.68,4051.72,4114.14,0.00013,-0.0039,-0.0019
20140722,2075.48,1359.4,1371.55,1326.44,4079.72,4133.34,0.00013,0.0005,-0.0001
20140723,2078.49,1366.29,1377.73,1334.55,4067.9,4077.12,0.00013,-0.0068,0.0079
20140724,2105.06,1394.79,1397.9,1347.09,4104.3,4088.38,0.00013,-0.0108,0.0108
20140725,2126.61,1418.17,1427.92,1359.79,4130.68,4119.74,0.00013,-0.0009,-0.0001
20140728,2177.95,1466.23,1458.82,1385.29,4195.72,4166.13,0.00013,-0.0021,-0.0003
20140729,2183.19,1461.83,1454.46,1391.19,4201.16,4185.38,0.00013,0.0057,-0.0064
20140730,2181.24,1480.58,1449.83,1385.76,4205.67,4230.85,0.00013,0.0034,-0.0049
20140731,2201.56,1492.45,1473.98,1396.57,4281.66,4248.39,0.000129,0.0004,-0.001
20140801,2185.3,1489.98,1453.36,1380.84,4291.43,4278.52,0.000129,-0.0017,-0.0002
20140804,2223.33,1523.49,1500.93,1407.41,4346.9,4302.79,0.000129,0.0014,0.0046
20140805,2219.95,1526.53,1509.64,1405.47,4347.14,4282.46,0.000129,0.0048,-0.0028
20140806,2217.47,1519.61,1531.29,1408.82,4324.55,4288.58,0.000129,0.0016,-0.0014
20140807,2187.67,1489.81,1516.56,1391.37,4252.84,4252.63,0.000129,0.0038,-0.0035
20140808,2194.43,1494.23,1517.72,1393.24,4274.84,4262.48,0.000129,0.0044,-0.0031
20140811,2224.65,1516.51,1541.7,1414.73,4326.14,4328.6,0.000129,0.001,0.0018
20140812,2221.59,1517.29,1540.09,1412.71,4343.51,4318.9,0.000129,0.0052,-0.0004
20140813,2222.88,1535.87,1540.39,1407.95,4339.06,4284.79,0.000128,0.0044,0.0002
20140814,2206.47,1508.59,1518.35,1403.34,4298.09,4251.96,0.000128,0.005,-0.0019
20140815,2226.73,1519.78,1531.08,1414.87,4337.96,4288.4,0.000128,0.0018,-0.0012
20140818,2239.47,1531.97,1543.08,1426.7,4349.32,4331.06,0.000128,0.0067,-0.0069
20140819,2245.33,1550.94,1536.97,1423.64,4358.97,4320.55,0.000128,0.0008,-0.0005
20140820,2240.21,1538.49,1533.24,1423.19,4361.49,4313.06,0.000128,0.0043,-0.0011
20140821,2230.46,1527.81,1522.89,1414.83,4341.96,4294.46,0.000128,0.0034,-0.0035
20140822,2240.81,1527.19,1523.83,1421.01,4340.98,4336.32,0.000128,0.0035,-0.0021
20140825,2229.27,1515.54,1509.32,1415.73,4316.59,4298.07,0.000128,0.0001,0.0047
20140826,2207.11,1501.2,1485.39,1394.83,4292,4237.78,0.000128,-0.0059,0.002
20140827,2209.47,1511.72,1488.09,1399.99,4286.48,4230.52,0.000128,0.0028,-0.0031
20140828,2195.82,1530.43,1468.95,1391.43,4280,4204.05,0.000128,-0.0007,0.002
20140829,2217.2,1535.13,1479.16,1411.48,4326.7,4229.36,0.000128,0.0022,-0.0038
20140901,2235.51,1540.65,1497.97,1427.01,4352.35,4286.23,0.000128,0.006,-0.005
20140902,2266.05,1561.93,1520.37,1452.65,4413.88,4327.72,0.000128,0.0032,-0.0018
20140903,2288.63,1581.29,1531.91,1471.11,4454.1,4353.23,0.000128,0.0005,0.0016
20140904,2306.86,1584.04,1539.04,1485.56,4470.29,4359.77,0.000128,0.0026,-0.0001
20140905,2326.43,1594.42,1549.58,1523.92,4529.99,4373.46,0.000128,-0.0028,0.0029
20140909,2326.53,1596.89,1554.86,1534.76,4538.04,4409.9,0.000127,0.0064,-0.0004
20140910,2318.3,1580.98,1552.27,1532.29,4527.1,4399.35,0.000127,0.0098,-0.0039
20140911,2311.68,1570.57,1544.24,1529.1,4469.73,4370.79,0.000127,0.0032,-0.0022
20140912,2331.95,1586.03,1555.24,1556.26,4487.41,4397.26,0.000127,0.006,0.0008
20140915,2339.14,1599.49,1565.18,1560.83,4500.08,4412.22,0.000127,0.0101,0.0012
20140916,2296.55,1556.71,1531.49,1528.63,4378.41,4316.93,0.000127,-0.0071,0.0114
20140917,2307.89,1559.85,1541.92,1536.38,4409.65,4377.3,0.000127,0.0046,-0.0012
20140918,2315.93,1567.33,1542.15,1530.01,4445.83,4460.74,0.000127,0.005,-0.0052
20140919,2329.45,1571,1549.18,1543.97,4486.2,4486.6,0.000126,0.0049,-0.0029
20140922,2289.87,1547.17,1519.39,1513.62,4421.67,4418.82,0.000126,0.0059,-0.0058
20140923,2309.72,1555,1529.65,1534.56,4469.57,4459.01,0.000126,0.0055,-0.0011
20140924,2343.57,1586.68,1555.77,1569.46,4535.27,4492.33,0.000125,0.0002,0.0015
20140925,2345.1,1576.7,1558.13,1581.05,4516.95,4466.63,0.000125,0.0017,-0.0013
20140926,2347.72,1573.81,1564.05,1585.82,4536.04,4476.2,0.000125,0.0057,0.0014
20140929,2357.71,1587.84,1568.18,1602.91,4561.15,4513.02,0.000125,0.0062,-0.0005
20140930,2363.87,1595.78,1571.6,1609.33,4557.2,4542.66,0.000125,0.0042,-0.0033
20141008,2382.79,1596.75,1588.7,1637.8,4604.94,4699.35,0.000124,0.0016,-0.0069
20141009,2389.37,1607.19,1602.37,1654.55,4598.09,4672.78,0.000124,0.001,0.0051
20141010,2374.54,1602.38,1586.58,1648.35,4553.7,4663.65,0.000124,0.0015,-0.0026
20141013,2366.01,1615.11,1595.33,1650.98,4490.49,4691.41,0.000124,0.0037,0.0042
20141014,2359.47,1607.26,1590.09,1649.07,4479.53,4665.78,0.000124,0.0018,-0.0005
20141015,2373.67,1597.08,1599.29,1647.77,4511.91,4754.95,0.000124,-0.0007,-0.0015
20141016,2356.5,1572.7,1578.63,1642.69,4457.27,4699.5,0.000124,-0.0026,0.0013
20141017,2341.18,1549.66,1571.73,1628.68,4462.12,4665.56,0.000124,-0.0098,-0.0016
20141020,2356.73,1558.46,1580.89,1635.91,4478.66,4691.65,0.000123,0.0056,-0.0028
20141021,2339.66,1543.25,1561.4,1614.33,4447.31,4633.94,0.000123,0.0013,-0.0001
20141022,2326.55,1532.78,1539.57,1605.48,4390.17,4559.37,0.000123,-0.0047,0.0017
20141023,2302.42,1505.06,1513.51,1593.66,4319.44,4492.94,0.000123,-0.0067,-0.0025
20141024,2302.28,1497.15,1515.13,1587.84,4348.68,4504.79,0.000122,0.0027,-0.0027
20141027,2290.44,1486.68,1510.47,1585.44,4365.24,4561.84,0.000122,0.0079,-0.005
20141028,2337.87,1518.32,1542.9,1647.71,4396.58,4626.02,0.000122,0.0058,0.0031
20141029,2373.03,1536.84,1562.75,1678.6,4427.6,4640.77,0.000122,0.0028,0.0056
20141030,2391.08,1545.98,1569.32,1703.91,4430.51,4658.32,0.000122,-0.0029,0.0085
20141031,2420.18,1572.85,1595.79,1699.1,4431.04,4633.06,0.000122,-0.0055,0.0078
20141103,2430.03,1573.91,1605.74,1727.91,4429.03,4633.64,0.000122,0.006,0.0028
20141104,2430.68,1586.34,1606.01,1763.13,4373.61,4575.03,0.000122,-0.0018,0.0132
20141105,2419.25,1569.71,1592.52,1742.58,4339.38,4569.88,0.000121,0.0053,-0.0023
20141106,2425.86,1563.4,1586.73,1755.5,4352.66,4596.13,0.000121,0.0038,-0.0036
20141107,2418.17,1547.72,1568.3,1731.26,4321.01,4539.88,0.00012,-0.0013,-0.0002
20141110,2473.67,1580.94,1604.71,1784.82,4437.51,4585.75,0.00012,-0.0102,0.0101
20141111,2469.67,1575.13,1577.28,1745.28,4425.62,4500.16,0.000119,-0.0156,0.0049
20141112,2494.48,1597.18,1604.59,1772.74,4484.6,4547.95,0.000117,0.0015,-0.001
20141113,2485.61,1586.51,1630.48,1755.66,4477.1,4508.35,0.000116,-0.0067,0.0091
20141114,2478.82,1576.95,1619.35,1751.92,4536.39,4564.25,0.000116,-0.0028,-0.007
20141117,2474.01,1564.16,1612.28,1764.02,4547.84,4584.9,0.000115,0.0074,-0.0061
20141118,2456.37,1541.09,1606.19,1759.82,4495.58,4562.96,0.000115,0.0068,-0.0036
20141119,2450.99,1537.46,1603.91,1747.45,4476.59,4622.05,0.000115,0.0069,-0.0073
20141120,2452.66,1538.5,1595.17,1743.81,4450.02,4576.44,0.000114,0.0045,0.0038
20141121,2486.79,1551.1,1615.1,1767.61,4501.1,4588.9,0.000114,0.0006,0.0011
20141124,2532.88,1581.81,1660.83,1817.37,4529.4,4575.06,0.000114,-0.0081,0.0091
20141125,2567.6,1607.13,1695.09,1843.97,4591.29,4630.25,0.000114,-0.0014,-0.0032
20141126,2604.34,1616.33,1693.87,1849.24,4620.5,4630.59,0.000114,0.0019,0.0015
20141127,2630.49,1630.93,1704.7,1857.66,4625.39,4661.16,0.000114,0.0039,0.0024
20141128,2682.84,1630.71,1714.06,1879.62,4601.11,4648.93,0.000114,-0.0048,0.0119
20141201,2680.16,1659.32,1722.45,1874.12,4690.9,4684.69,0.000114,-0.014,0.0039
20141202,2763.55,1692.31,1749.6,1910.43,4748.22,4700.96,0.000115,-0.004,0.0069
20141203,2779.53,1726.5,1823.84,1934.47,4842.18,4732.9,0.000115,-0.0092,-0.0005
20141204,2899.46,1859.67,1875.57,1979.89,4942.23,4812.86,0.000115,-0.0181,0.0163
20141205,2937.65,1836.66,1807.6,1987.31,4812.46,4747.59,0.000116,-0.023,0.0115
20141208,3020.26,1861.92,1867.64,2112.28,4877.72,4751.73,0.000116,-0.0224,0.0152
20141209,2856.27,1754.36,1814.92,2049.56,4840.9,4641.9,0.000116,-0.0071,-0.0028
20141210,2940.01,1787.54,1881.23,2153.66,5046.37,4797.11,0.000116,-0.0068,-0.0043
20141211,2925.74,1772.87,1904.12,2174.88,5026.07,4794,0.000118,0.011,0.0003
20141212,2938.17,1777.57,1916.49,2192.02,5041.48,4817.88,0.000119,0.0071,-0.0049
20141215,2953.42,1768.31,1910.99,2257.45,5104,4918.56,0.000121,0.0074,-0.0044
20141216,3021.52,1817.49,1923.41,2280.82,5045.24,4900.42,0.000125,-0.0073,0.0163
20141217,3061.02,1795.25,1893.85,2290.77,4958.9,4795.32,0.00013,-0.0091,0.0129
20141218,3057.52,1817.2,1913.98,2364.42,4983.18,4767.27,0.000134,-0.0081,0.0016
20141219,3108.6,1882.57,1956.98,2485.94,4977.88,4716.44,0.000137,-0.0237,0.0276
20141222,3127.45,1948.01,1963.67,2413.59,4963.44,4573.16,0.00014,-0.0325,0.0237
20141223,3032.61,1836.62,1901.92,2302.28,4948.46,4548.51,0.000141,0.0102,-0.0185
20141224,2972.53,1811.37,1897.52,2259.08,4944.52,4612.89,0.000142,0.0249,-0.0196
20141225,3072.54,1858.71,1937.82,2381.4,4992.2,4642.78,0.000141,-0.0086,0.0161
20141226,3157.6,1890.85,1959.85,2427.65,5030.34,4666.03,0.000141,-0.0098,0.0105
20141229,3168.02,1889,1957.76,2451.83,5030.91,4596.12,0.000141,-0.0167,0.0202
20141230,3165.82,1866.95,1929.21,2400.41,4985.28,4584.98,0.000141,-0.0046,0.0054
20141231,3234.68,1912.71,1953.58,2439.38,5044.88,4607.06,0.000141,-0.0091,0.0077
20150105,3350.52,2086.36,2073.02,2493.7,5240.09,4669.28,0.00014,-0.0304,0.0204
20150106,3351.45,2069.94,2057.33,2540.27,5289.99,4809.96,0.000139,0.0024,-0.0211
20150107,3373.95,2091.59,2085.1,2564.62,5227.38,4768.89,0.000138,-0.003,0.0106
20150108,3293.46,2055.13,2047.43,2506,5210.62,4784.73,0.000136,0.0078,-0.016
20150109,3285.41,2010.5,2012.77,2498.32,5137.56,4765.74,0.000135,0.0004,-0.003
20150112,3229.32,1952.33,1989.66,2417.13,5114.43,4776.75,0.000134,-0.0043,-0.0208
20150113,3235.3,1953.92,1985.45,2432.47,5130.24,4858.74,0.000134,0.0058,-0.0075
20150114,3222.44,1920.66,1945.35,2406.63,5064.55,4860.16,0.000134,0.007,-0.0004
20150115,3336.45,1998.98,1977.84,2488.83,5113.41,4862.29,0.000134,-0.0134,0.0217
20150116,3376.49,2011.36,2005.84,2532.08,5144.32,4897.81,0.000134,-0.0045,-0.0053
20150119,3116.35,1828.6,1872.58,2334.65,4891.02,4792.92,0.000134,0.026,-0.0339
20150120,3173.05,1859.66,1927.52,2407.99,5018.85,4921.24,0.000134,0.0026,-0.0076
20150121,3323.61,1935.91,1996.22,2503.23,5139.1,5005.22,0.000134,-0.0076,0.0146
20150122,3343.34,1948.61,2038.21,2525.8,5154.46,5087.3,0.000134,0.0059,-0.007
20150123,3351.76,1945.17,2038.12,2512.34,5133.17,5034.21,0.000134,0.0003,0.0078
20150126,3383.18,1969.24,2085.62,2558.18,5248.79,5120.27,0.000134,-0.0009,-0.0024
20150127,3352.96,1938.72,2070.65,2585.23,5216.27,5104.66,0.000134,0.009,-0.0063
