日期, 市场指数, 组合1, 组合2, 组合3, 组合4, 组合5, 无风险利率,SMB,HML
20090109,1904.86,1727.01,1281.3,1591.43,2469.13,1822.58,0.000043,0.0083,0.001
20090112,1900.35,1715.86,1300.27,1590.85,2488,1829.9,0.000042,0.0102,-0.0021
20090113,1863.37,1667.97,1273.8,1551.21,2407.01,1774.56,0.000041,-0.0019,0.0074
20090114,1928.87,1750.08,1329.63,1607.21,2463.77,1817.24,0.000041,0.0029,-0.0022
20090115,1920.21,1739.64,1334.24,1614.49,2456.65,1814.1,0.00004,0.0079,-0.0031
20090116,1954.44,1775.22,1351.27,1628.8,2506.71,1818.73,0.00004,-0.0102,0.0016
20090119,1986.67,1799.97,1360.71,1638.49,2489.74,1797.45,0.000039,-0.0059,0.0027
20090120,1994.11,1809.35,1379.29,1642.01,2506.13,1827.45,0.000039,0.0045,-0.0013
20090121,1985.02,1798.08,1372.67,1635.38,2487.05,1826.33,0.000039,0.0032,-0.0046
20090122,2004.95,1864.16,1405.04,1661.63,2501.09,1865.83,0.000038,-0.0007,-0.0017
20090123,1990.66,1845.82,1399.63,1647.82,2499.35,1843.09,0.000038,-0.0045,0.0037
20090202,2011.68,1853.84,1436.32,1680.25,2569.92,1867.56,0.000037,0.0105,-0.0036
20090203,2060.81,1885.7,1478.23,1732.67,2636.2,1890.76,0.000037,0.007,-0.0023
20090204,2107.75,1913.87,1522.63,1755.01,2700.73,1909.48,0.000037,-0.0003,0.0017
20090205,2098.02,1916.38,1504.89,1740.36,2674.16,1866.67,0.000037,-0.0001,0.0025
20090206,2181.24,1992.63,1575.12,1795.74,2779.23,1915.15,0.000036,0.0015,-0.0001
20090209,2224.71,2056.88,1646.63,1855.68,2874.59,1972.31,0.000036,-0.0029,-0.0105
20090210,2265.16,2096.39,1682.65,1888.62,2912.51,2022.34,0.000036,0.0079,-0.0059
20090211,2260.82,2066.61,1682.36,1895.06,2918.21,2025.46,0.000036,0.0023,-0.0005
20090212,2248.09,2009.78,1669.25,1895.77,2940.4,2074.29,0.000036,0.0143,-0.0029
20090213,2320.79,2069.64,1727.87,1975.7,3024.63,2123.56,0.000036,-0.0013,-0.0026
20090216,2389.39,2151.63,1801.25,2006.38,3064.77,2130.07,0.000035,-0.0022,0.0091
20090217,2319.44,2103.26,1760.87,1925.96,2988.45,2085.32,0.000035,-0.0045,-0.0066
20090218,2209.86,1960.64,1671.14,1842.14,2884.36,2038.03,0.000035,0.0074,-0.0099
20090219,2227.13,1975.65,1704.84,1876.53,2932.61,2073.71,0.000035,0.0005,0.0056
20090220,2261.48,2009.77,1763.1,1919,3017,2122.49,0.000035,0.0073,0.0023
20090223,2305.78,2048.13,1811.88,1959.2,3131.68,2183.98,0.000035,0.0076,-0.0023
20090224,2200.65,1933.33,1741.81,1871.51,3038.54,2105.5,0.000035,0.0017,0.0024
20090225,2206.57,1915.56,1732.16,1868.63,3046.62,2099.08,0.000035,0.0169,0.0069
20090226,2121.25,1843.69,1618.28,1767.02,2859.6,1970.1,0.000035,-0.0093,0.0053
20090227,2082.85,1796.04,1532.12,1702.14,2750.94,1912.95,0.000035,-0.0245,-0.0013
20090302,2093.45,1799.45,1573.67,1718.85,2816.59,1959.59,0.000035,0.0079,-0.0009
20090303,2071.43,1761.66,1565.91,1707.55,2805.77,2014.73,0.000035,0.0136,0.0008
20090304,2198.11,1882.19,1665.07,1815.31,2949.29,2100.06,0.000035,-0.0037,-0.0041
20090305,2221.08,1889.15,1687.93,1817.01,2929.32,2084.52,0.000035,0.0077,0.0045
20090306,2193.01,1881.74,1663.03,1796.27,2887.99,2047.41,0.000035,0.0028,-0.0022
20090309,2118.75,1827.64,1580.67,1728.56,2789.54,1974.96,0.000035,-0.0082,0.0007
20090310,2158.57,1883.09,1603.73,1774.71,2838.54,2015.86,0.000035,0.0078,-0.0009
20090311,2139.03,1863.54,1600.13,1760.54,2831.93,2020.93,0.000034,0.005,-0.0014
20090312,2133.88,1843.22,1597.16,1756.87,2791.28,2022.83,0.000034,0.0052,-0.0004
20090313,2128.85,1840.76,1589.6,1748.89,2765.45,2000.66,0.000034,-0.0008,-0.0005
20090316,2153.29,1848.92,1624.82,1763.16,2781.27,2012.05,0.000034,0.0027,-0.0028
20090317,2218.33,1922.86,1693.66,1817.91,2862.58,2074.35,0.000034,-0.0025,-0.0031
20090318,2223.72,1952.08,1721.87,1833.31,2876.38,2092.92,0.000034,-0.0002,-0.0024
20090319,2265.76,2044.72,1764.71,1880.56,2970.01,2111.76,0.000034,-0.0014,-0.0025
20090320,2281.09,2096.67,1819.37,1868.28,2953.66,2079.46,0.000034,-0.0084,-0.0021
20090323,2325.48,2123.5,1871.25,1925.36,3022.86,2101.14,0.000034,-0.003,-0.0008
20090324,2338.42,2131.01,1859.44,1935.61,3034.96,2134.65,0.000034,-0.0005,0.0051
20090325,2291.55,2090.41,1818.86,1881.66,2930.11,2070.43,0.000034,0.0058,-0.0044
20090326,2361.7,2147.57,1889.87,1967.24,2971.54,2089.42,0.000034,-0.0022,-0.0001
20090327,2374.44,2145.29,1909.01,2010.04,2976.74,2088.03,0.000034,-0.0021,0.0054
20090330,2358.04,2110.01,1876.26,2006.12,2988.47,2103.85,0.000034,0.0092,-0.0022
20090331,2373.21,2118.31,1872.13,2027.04,2996.2,2113.82,0.000034,-0.0023,-0.0047
20090401,2408.02,2208.41,1924.45,2063.86,3045.45,2131.29,0.000034,0.0001,-0.0021
20090402,2425.29,2231.12,1947.06,2075.05,3062.03,2138.4,0.000034,-0.0052,-0.0003
20090403,2419.78,2222.23,1916.92,2038.48,3045.27,2110.5,0.000033,0.0019,0.0016
20090407,2439.18,2288.32,1912.19,2049.46,3067.64,2125.39,0.000033,0.0119,-0.0013
20090408,2347.39,2213.59,1825.17,1994.8,2972.86,2066.97,0.000033,0.0045,-0.0018
20090409,2379.88,2219.23,1846.78,2023.33,3027.19,2080.99,0.000033,0.0057,0.0002
20090410,2444.23,2324.2,1920.53,2090.88,3102.63,2126.69,0.000033,-0.0034,-0.0075
20090413,2513.7,2483.71,1983.21,2154.83,3143.85,2136.96,0.000033,-0.0088,0.0047
20090414,2527.18,2470.4,1979.52,2161.11,3170.64,2148.61,0.000033,0.0047,0.0043
20090415,2536.06,2517.13,1999.45,2158.9,3205.58,2183.43,0.000033,0.0058,0.0017
20090416,2534.13,2464.51,2035.17,2170.66,3227.49,2215.45,0.000033,0.0062,0.0003
20090417,2503.93,2387.97,1971.06,2142.25,3274.47,2203.82,0.000033,-0.0002,0.0011
20090420,2557.46,2458.61,2005.92,2191.45,3352.41,2234.83,0.000033,0.0018,-0.0015
20090421,2535.83,2411.04,1995.58,2175.44,3348.56,2223.17,0.000033,0.0072,0.0064
20090422,2461.35,2304.99,1894.63,2092.67,3212.6,2145.86,0.000033,-0.0062,0.0086
20090423,2463.95,2357.13,1907.35,2097.32,3250.21,2149.86,0.000033,-0.0045,-0.0027
20090424,2448.59,2352.45,1896.28,2075.33,3231.85,2133.86,0.000033,0.0025,0.0014
20090427,2405.35,2341.61,1833.75,2006.78,3096.55,2139.27,0.000033,-0.0135,0.0014
20090428,2401.44,2355.88,1825.35,2010.76,3115.44,2280.12,0.000033,0.0082,-0.0044
20090429,2468.19,2411.95,1867.53,2073.91,3170.63,2243.96,0.000033,-0.0021,0.0035
20090430,2477.57,2420.38,1891.17,2093.63,3188.53,2248.93,0.000033,-0.0004,0
20090504,2559.91,2570.67,1969.06,2154.85,3286.95,2283.79,0.000033,-0.0006,0.004
20090505,2567.34,2556.68,1973.67,2180.99,3313.5,2266.39,0.000033,0.0083,-0.001
20090506,2592.52,2616.68,1994.6,2217.25,3361.79,2270.36,0.000033,0.0007,-0.0023
20090507,2597.45,2655.52,2003.17,2194.91,3327.91,2225.14,0.000033,0.0002,0.0022
20090508,2625.64,2667.22,1982.53,2188.22,3294.14,2225.53,0.000033,0.0015,0.0029
20090511,2579.75,2570.77,1930.49,2121.58,3196.79,2214.26,0.000033,-0.01,0.0035
20090512,2618.17,2645.05,1975.66,2154.54,3242.33,2214.9,0.000033,0.0004,0.0008
20090513,2663.77,2736.9,2000.81,2170.52,3257.72,2211.27,0.000033,0.0009,-0.0016
20090514,2639.89,2737.75,1976.74,2159,3254.43,2230.76,0.000033,0.0068,-0.0097
20090515,2645.26,2762.99,1973.82,2162.47,3263.46,2268.3,0.000033,0.0077,-0.0034
20090518,2652.78,2853.94,1984.98,2173.92,3300.18,2242.07,0.000033,0.0026,-0.0004
20090519,2676.68,2867.62,2034.88,2191.51,3313.69,2237.67,0.000033,0.0028,-0.0005
20090520,2651.41,2914.36,2006.55,2169.44,3246.2,2196.09,0.000033,0.0036,-0.002
20090521,2610.62,2832.28,1988.25,2119.6,3173.6,2165.6,0.000033,0.0009,0.0001
20090522,2597.6,2775.41,1974.56,2116.76,3166.83,2168.18,0.000033,0.0029,0.0019
20090525,2610.01,2793.05,1980.14,2123.15,3151.01,2168.33,0.000033,-0.003,-0.0054
20090526,2588.57,2693.85,1952.41,2118.32,3175.82,2180.38,0.000033,0.0133,-0.0008
20090527,2632.93,2720.26,1977.35,2137.03,3180.36,2160.15,0.000033,-0.0045,0.0007
20090601,2721.28,2865.66,2063.8,2183.31,3226.87,2194.87,0.000034,-0.0125,-0.0006
20090602,2724.3,2840.34,2081.5,2199.52,3284.44,2214.57,0.000034,0.0012,-0.0043
20090603,2778.59,2863.26,2138.23,2219.06,3281.74,2209.44,0.000034,-0.0028,-0.0021
20090604,2767.24,2854.7,2167.81,2213.5,3260.04,2206.45,0.000034,-0.0024,0.008
20090605,2753.89,2860.99,2171.57,2194.59,3342.52,2230.89,0.000034,-0.0004,-0.0117
20090608,2768.34,2827.34,2160.29,2180.98,3348.23,2232.3,0.000034,0.0081,-0.0062
20090609,2787.89,2818.68,2150.62,2195.06,3391.01,2225.86,0.000034,0.0035,-0.0061
20090610,2816.25,2859.52,2176.7,2237.25,3412.02,2253.6,0.000034,-0.0017,0.008
20090611,2797.32,2815.75,2137.06,2203.17,3410.26,2298.13,0.000034,0.0027,-0.0067
20090612,2743.76,2763.21,2081.04,2160.02,3323.77,2279.65,0.000034,-0.0006,-0.0018
20090615,2789.55,2751.18,2073.04,2177.93,3403.82,2301.29,0.000034,0.0058,-0.0032
20090616,2776.02,2743.43,2091.03,2177.45,3395.01,2302.95,0.000034,-0.0006,0.001
20090617,2810.12,2778.4,2119.39,2202.53,3434.07,2330.57,0.000034,-0.006,-0.0031
20090618,2853.9,2881.66,2138.12,2233.55,3456.89,2370.55,0.000034,-0.0072,0.0002
20090619,2880.49,2858.84,2128.09,2265.05,3446.43,2380.96,0.000034,-0.004,0.0057
20090622,2896.3,2836.08,2153.88,2250.1,3421.4,2333.3,0.000035,-0.0046,0.0067
20090623,2892.7,2787.26,2162.81,2243.3,3413.79,2321.36,0.000035,-0.0003,0.0072
20090624,2922.3,2883.91,2252.5,2279.78,3434.99,2339.26,0.000035,-0.0068,0.0026
20090625,2925.05,2855.94,2247.51,2259.26,3416.4,2331.9,0.000035,0.0039,-0.0034
20090626,2928.21,2879.71,2229.13,2254.03,3435.67,2349.13,0.000036,0.0072,-0.0043
20090629,2975.31,2975.81,2234.98,2284.02,3486.02,2337.58,0.000036,-0.0065,-0.0001
20090630,2959.36,2974.64,2246.97,2267.79,3472.22,2327.49,0.000036,-0.0013,-0.0062
20090701,3008.15,3021.58,2274.98,2284.89,3483.16,2329.99,0.000036,-0.0068,0.0022
20090702,3060.25,3127.42,2302.44,2312.05,3505.89,2351.64,0.000036,-0.0021,0.0062
20090703,3088.37,3206.3,2293.01,2326.24,3536.69,2351.97,0.000036,-0.0045,0.0002
20090706,3124.67,3234.49,2367.31,2348.11,3520.16,2342.21,0.000036,-0.0113,0.0105
20090707,3089.45,3177.76,2360.13,2344.84,3549.17,2377.37,0.000037,0.0064,-0.0049
20090708,3080.77,3248.54,2374.24,2349.29,3568.86,2395.41,0.000037,0.0047,-0.0011
20090709,3123.03,3288.28,2409.56,2387.22,3674.86,2452.96,0.000037,0.0026,0.0016
20090710,3113.93,3265.52,2429.53,2391.4,3725.5,2443.76,0.000038,-0.0009,-0.0038
20090713,3080.56,3184.59,2388.74,2413.44,3752.27,2481.83,0.000038,0.0094,-0.0113
20090714,3145.16,3260.83,2446.96,2457.83,3812.78,2500.75,0.000039,-0.0045,0.005
20090715,3188.55,3350.15,2522.25,2510.97,3806.66,2496.22,0.000039,-0.0036,0.0095
20090716,3183.74,3330.6,2514.45,2477.63,3763.41,2458.33,0.00004,0.004,-0.0006
20090717,3189.74,3413.87,2582.24,2494.59,3763.87,2458.46,0.00004,0.0006,0.0052
20090720,3266.92,3581.33,2689.51,2561.12,3807.32,2488.05,0.000041,-0.0048,0.0082
20090721,3213.21,3507.35,2628.53,2511.86,3760.09,2443.22,0.000043,-0.0069,-0.0047
20090722,3296.61,3718.37,2684.06,2552.64,3804.11,2457.32,0.000044,-0.003,0.0076
20090723,3328.49,3752.2,2690.19,2555.59,3833.79,2472.7,0.000044,-0.0006,0.0015
20090724,3372.6,3883.18,2726.13,2558.57,3773.57,2457.7,0.000044,-0.0095,0.0101
20090727,3435.21,3904.28,2864.14,2623.43,3842.01,2487.02,0.000045,-0.0024,0.0043
20090728,3438.37,3835.43,2909,2664.67,3898.16,2492.43,0.000045,0.0045,0.004
20090729,3266.43,3623.83,2712.32,2493.72,3681.83,2367.11,0.000045,-0.0039,0.0036
20090730,3321.56,3662.93,2762.85,2522.03,3693.5,2372.22,0.000046,-0.0001,0.0083
20090731,3412.06,3768.24,2889.34,2606.4,3768.41,2432.81,0.000046,-0.0025,0.0031
20090803,3462.59,3822.99,3021.95,2671.35,3885.97,2457.06,0.000046,-0.0008,0.0075
20090804,3471.44,3954.72,3059.87,2700.12,3982.38,2510.28,0.000046,-0.0003,0.0008
20090805,3428.5,3815.04,3040.31,2721.62,4020.63,2555.8,0.000046,0.0077,-0.0057
20090806,3356.33,3669.28,2919.75,2662.31,3971.91,2554.8,0.000047,0.0036,-0.012
20090807,3260.69,3523.22,2789.34,2569.6,3873.93,2534.76,0.000047,0.0068,-0.0099
20090810,3249.76,3506.7,2824.03,2579.33,3911.4,2601.38,0.000047,0.0054,-0.0024
20090811,3264.73,3539.94,2781.72,2579.15,3976.78,2587.21,0.000047,0.0007,-0.0033
20090812,3112.72,3345.7,2616.2,2440.57,3809.69,2500.57,0.000047,-0.0055,-0.0052
20090813,3140.56,3408.87,2673.38,2443.01,3785.18,2474.07,0.000047,-0.0051,0.0071
20090814,3046.97,3340.62,2583,2357.76,3586.96,2380.75,0.000047,-0.0177,0.0003
20090817,2870.63,3073.62,2366.63,2219.68,3368.13,2261.63,0.000048,-0.0005,-0.005
20090818,2910.88,3132.26,2449.04,2252.13,3421.6,2302.68,0.000048,-0.0014,0.0042
20090819,2785.58,2965.38,2280.63,2140.2,3302.71,2278.04,0.000048,-0.0036,-0.0137
20090820,2911.58,3159.39,2380.7,2222.26,3399.91,2335.8,0.000048,-0.0011,0.0034
20090821,2960.77,3251.19,2442.71,2259.11,3512.3,2394.05,0.000047,0.0069,-0.0017
20090824,2993.43,3329.77,2480.21,2275.11,3576.92,2514.56,0.000047,0.01,-0.0028
20090825,2915.8,3248.49,2364.83,2201.56,3537.45,2499.96,0.000047,0.011,-0.0064
20090826,2967.59,3272.76,2409.22,2275.59,3647.7,2550.26,0.000047,0.0095,0.0027
20090827,2946.39,3212.28,2397.89,2281.6,3697.18,2622.92,0.000047,0.0108,-0.0066
20090828,2860.69,3068.75,2324.79,2232.04,3628.85,2534.4,0.000047,0.0026,-0.0047
20090831,2667.74,2791.59,2130.21,2077.57,3407.7,2404.86,0.000047,0.0044,-0.0138
20090901,2683.72,2778.81,2090.41,2068.13,3404.1,2396.57,0.000048,-0.0044,0.0018
20090902,2714.97,2847.9,2105.33,2078.38,3395.49,2411.54,0.000048,0.0006,0.0019
20090903,2845.02,3024.01,2272.59,2178.61,3521.39,2476.8,0.000048,-0.0086,0.0079
20090904,2861.61,3025.63,2303.15,2191.24,3583.37,2558.45,0.000048,0.0048,-0.0064
20090907,2881.12,3030.72,2336.7,2206.74,3671.89,2632.58,0.000048,0.0037,-0.0091
20090908,2930.47,3128.1,2405.51,2245.62,3724.28,2625.57,0.000048,-0.0069,0.0026
20090909,2946.26,3164.37,2465.25,2277.26,3698.14,2610.37,0.000048,-0.0046,0.0098
20090910,2924.88,3131.21,2431.47,2254.72,3691.83,2570.9,0.000048,-0.0007,-0.0005
20090911,2989.79,3196.61,2456.85,2278.27,3724.69,2623.68,0.000048,-0.0004,-0.0024
20090914,3026.74,3233.83,2491.11,2317.34,3808.3,2666.8,0.000048,0.0054,-0.0053
20090915,3033.73,3265.77,2537.11,2318.09,3807.61,2669.11,0.000048,0.0075,0.0032
20090916,2999.71,3227.54,2547.42,2283.81,3771.61,2656.36,0.000048,0.0148,-0.0069
20090917,3060.26,3288.58,2584.25,2338.42,3827.61,2685.32,0.000048,0.006,0.0027
20090918,2962.67,3176.5,2464.75,2271.82,3735.15,2684.47,0.000048,0.0034,-0.0082
20090921,2967.01,3179.86,2450.55,2297.22,3780.73,2788.37,0.000048,0.0078,-0.0111
20090922,2897.55,3058.53,2389.99,2247.67,3737.16,2746.32,0.000048,-0.001,-0.0074
20090923,2842.72,2959.84,2326.31,2204.2,3637.47,2639.99,0.000048,-0.001,0.0025
20090924,2853.55,2975.39,2323.39,2180.77,3570.83,2585.88,0.000048,-0.0047,0.004
20090925,2838.84,2959.91,2274.11,2163.15,3573.91,2567.7,0.000048,-0.0015,-0.0021
20090928,2763.53,2861.12,2187.54,2114.44,3491.55,2559.34,0.000048,-0.0061,-0.0083
20090929,2754.54,2853.44,2171.34,2098.78,3426.77,2500.27,0.000048,-0.016,0.0024
20090930,2779.43,2888.72,2211.68,2110.42,3468.83,2548.49,0.000048,-0.0017,-0.0013
20091009,2911.72,3101.68,2373.7,2213.5,3599.27,2647.3,0.000049,-0.0016,0.0059
20091012,2894.48,3047.2,2357.28,2198.77,3635.4,2645.65,0.000049,0.0092,-0.0053
20091013,2936.19,3118.52,2394.53,2225.64,3673.18,2670.97,0.000049,0.0025,0.007
20091014,2970.53,3183.67,2420.81,2246.67,3679.5,2673.78,0.000049,0.0007,0.0042
20091015,2979.79,3216.25,2425.6,2241.27,3655.98,2658.71,0.000049,0.0037,0.0071
20091016,2976.63,3252.59,2420.22,2244.67,3658.71,2680.66,0.000049,0.0015,-0.0041
20091019,3038.27,3329.41,2503.5,2289.92,3743.9,2724.78,0.000049,-0.0044,0.0014
20091020,3084.45,3360.26,2527.34,2318.89,3834.45,2729.12,0.000049,0.0028,0.0003
20091021,3070.59,3334.47,2517.95,2305.3,3786.69,2711.7,0.000049,-0.0028,0.0051
20091022,3051.41,3309.17,2496.75,2295.34,3820.38,2705.49,0.000049,0.0096,-0.0026
20091023,3107.85,3423.96,2543.11,2324.32,3863.62,2741.08,0.000049,-0.0054,0.0045
20091026,3109.57,3407.14,2554.24,2314.62,3861.06,2812.29,0.000049,0.0023,-0.0027
20091027,3021.46,3255.63,2453.39,2253.09,3751.49,2760.9,0.000049,0.0014,-0.0063
20091028,3031.33,3301.63,2459.46,2265.54,3812.29,2770.62,0.000049,0.0028,-0.0001
20091029,2960.47,3210.34,2371.03,2217.84,3773.26,2773.69,0.000049,0.0026,-0.0038
20091030,2995.85,3237.78,2396.7,2237.51,3832.72,2854.18,0.000049,0.0011,-0.0031
20091102,3076.65,3325.72,2452.99,2292.18,3935.11,3017.96,0.000049,0.0007,-0.002
20091103,3114.23,3364.75,2501.11,2326.27,3996.91,3010.94,0.000049,0.0088,0.0045
20091104,3128.54,3378.79,2536.39,2342.13,4032.67,3041.18,0.000049,0.0044,-0.0015
20091105,3155.05,3407.8,2539.43,2374.82,4068.03,3080.67,0.000049,0.0027,0.004
20091106,3164.04,3413.36,2580.98,2398.13,4051.98,3048.44,0.000049,-0.0025,0.0044
20091109,3175.59,3394.84,2626.54,2405.61,4088.51,3041.28,0.000049,0.0054,-0.0014
20091110,3178.61,3392.07,2599.92,2417.2,4124.61,3090.09,0.000049,-0.0008,-0.0075
20091111,3175.19,3358.52,2592.5,2426.76,4139.02,3106.79,0.000049,0.0077,-0.0028
20091112,3172.95,3359.48,2607.82,2430.77,4173.48,3128.78,0.000049,-0.0001,-0.0015
20091113,3187.65,3349.29,2607.35,2455.61,4231.81,3153.11,0.000049,0.005,-0.0022
20091116,3275.05,3537.38,2694.22,2519.88,4307.37,3208.28,0.000049,-0.0062,0.0064
20091117,3282.89,3533.49,2692.3,2517.9,4302.18,3238.59,0.000049,0.0052,-0.0011
20091118,3303.23,3605.06,2695.66,2508.69,4333.59,3287.2,0.000049,0.0011,0.0044
20091119,3320.61,3622.66,2724.89,2534.23,4381.95,3308.85,0.000049,0.0099,-0.0007
20091120,3308.35,3579.64,2712.45,2528.81,4384.61,3284.23,0.000049,0.0088,-0.0033
20091123,3338.66,3617.54,2767.05,2554.22,4517.19,3340.78,0.000049,0.0064,-0.0003
20091124,3223.53,3499.36,2692.64,2452.35,4318.01,3139.3,0.000049,-0.0167,0.0056
20091125,3290.16,3586.27,2810.51,2507.63,4474.82,3199.61,0.000049,0.0091,0.0021
20091126,3170.98,3462.68,2717.7,2410.13,4263.86,3065.8,0.000049,-0.0053,0.0003
20091127,3096.26,3368.76,2586.31,2359.3,4177.64,3060.15,0.000049,-0.0032,-0.0073
20091130,3195.3,3498.81,2678.98,2456.58,4412.7,3177.09,0.000049,0.0047,-0.0045
20091201,3235.36,3519.41,2761.54,2493.68,4523.98,3252.56,0.00005,0.0128,0.0009
20091202,3269.75,3554.53,2833.97,2512.5,4521.29,3262.45,0.00005,0.0058,0.0059
20091203,3264.63,3582.13,2838.56,2520.81,4546.26,3267.64,0.00005,0.0099,0.0024
20091204,3317.04,3645.13,2812.29,2528.42,4433.08,3182.03,0.00005,-0.0238,0.0171
20091207,3331.9,3642.97,2821.76,2555.26,4530.85,3207.39,0.00005,0.0091,-0.0049
20091208,3296.66,3583.62,2805.05,2516.25,4494.15,3178.31,0.00005,0.0057,0.0003
20091209,3239.57,3536.62,2747.71,2451.77,4417.59,3145.63,0.00005,-0.0033,0.0032
20091210,3254.26,3536.75,2771.41,2469.33,4486.88,3163.77,0.00005,0.0038,-0.0018
20091211,3247.32,3528.37,2778.7,2463.68,4494.53,3159.12,0.00005,0.0019,-0.0016
20091214,3302.9,3594.18,2803.03,2490.18,4449.27,3130.91,0.00005,-0.0137,0.016
20091215,3274.46,3597.63,2790.72,2474.13,4473.83,3165.93,0.00005,0.0099,-0.0044
20091216,3255.21,3575.39,2754.25,2459.2,4445.88,3197.3,0.00005,0.0027,-0.0055
20091217,3179.08,3475.36,2664.22,2394.46,4314,3089.65,0.00005,-0.0044,-0.0004
20091218,3113.89,3406.27,2569.21,2346.7,4171.08,3020.95,0.00005,-0.0095,0.004
20091221,3122.97,3389.58,2578.86,2362.84,4241,3042.4,0.00005,0.0071,-0.0022
20091222,3050.52,3262.3,2488.01,2291.71,4148,3010.3,0.00005,-0.0025,0.0029
20091223,3073.78,3287.14,2517.44,2320.37,4214.84,3059.27,0.00005,0.0051,-0.0017
20091224,3153.41,3436.42,2624.76,2381.39,4333.74,3144.44,0.00005,-0.0004,0.0002
20091225,3141.35,3414.36,2612.75,2380.37,4336.47,3193.64,0.00005,0.0053,-0.0028
20091228,3188.78,3471.94,2661.18,2408.98,4381.24,3215.16,0.00005,0.0028,-0.0001
20091229,3211.76,3490.92,2670.91,2413.57,4405.3,3215.81,0.00005,0.0012,0.0018
20091230,3262.6,3541.84,2687.79,2430.03,4377.19,3216.44,0.00005,-0.0136,0.0055
20091231,3277.14,3534.2,2701.5,2441.03,4432.57,3217.31,0.00005,0.0059,-0.0031
20100104,3243.76,3494.21,2682.36,2426.07,4460.24,3212.15,0.00005,0.0125,-0.0034
20100105,3282.18,3590.55,2717.7,2443.5,4493.58,3227.36,0.00005,0.0069,-0.0012
20100106,3254.22,3582.62,2726.33,2441.11,4449.47,3230.97,0.00005,0.0006,-0.0045
20100107,3192.78,3518.03,2669.17,2407.76,4334.31,3160.7,0.00005,-0.0006,-0.0021
20100108,3196,3485.8,2650.29,2419.26,4370.73,3174.65,0.00005,0.0079,-0.005
20100111,3212.75,3482.48,2662.43,2440.86,4374.17,3155.54,0.00005,0.0087,-0.0015
20100112,3273.97,3541.75,2696.09,2496.18,4467.78,3248.93,0.000051,0.0012,0.0039
20100113,3172.66,3372.56,2610.79,2453.96,4444.22,3261.37,0.000051,0.012,-0.0076
20100114,3215.55,3411.64,2647.4,2498.13,4570.44,3361.34,0.000051,0.0094,-0.0035
20100115,3224.15,3400.01,2654.59,2512.51,4579.69,3382.24,0.000051,0.0013,0.0026
20100118,3237.1,3397.58,2673.15,2554.06,4661.01,3443.48,0.000051,0.004,-0.0019
20100119,3246.87,3420.3,2686.84,2549.84,4632.58,3431.05,0.000051,0.0018,0.0017
20100120,3151.85,3295.92,2587.1,2485.2,4480.29,3325.76,0.000051,-0.0023,-0.0044
20100121,3158.86,3239.77,2555.27,2486.65,4488.99,3334.03,0.000052,0.0079,-0.0014
20100122,3128.59,3168,2476.31,2443.76,4348.61,3278.82,0.000052,-0.0027,0.0049
20100125,3094.41,3145.29,2453.88,2404.86,4335.51,3250.51,0.000052,-0.0035,-0.0051
20100126,3019.39,3028.78,2368.31,2325.77,4202.1,3168.26,0.000052,-0.0067,-0.005
20100127,2986.61,3020.23,2332.61,2307.87,4190.19,3153.09,0.000052,-0.0007,-0.0023
20100128,2994.14,3033.09,2340.69,2332.43,4285.74,3217.79,0.000052,0.002,-0.0043
20100129,2989.29,3013.19,2338.58,2328.31,4325.84,3275.82,0.000052,0.0089,-0.0064
20100201,2941.36,2909.59,2270.27,2279.2,4316.94,3308.68,0.000052,0.0012,-0.0075
20100202,2934.71,2913.21,2292.99,2263.59,4250.17,3254.75,0.000052,0.001,0.0039
20100203,3003.84,3058.05,2356.74,2304.09,4245.15,3214.59,0.000052,-0.0021,0.0091
20100204,2995.31,3009.7,2331.94,2310.06,4286.4,3224.34,0.000052,0.0118,-0.0039
20100205,2939.4,2918.92,2264.2,2272.09,4243.61,3169.2,0.000052,0.0021,-0.0075
20100208,2935.17,2930.55,2267.39,2277.82,4230.79,3153.83,0.000052,0.002,-0.0045
20100209,2948.84,2948.84,2300.01,2293.95,4213.23,3145.69,0.000052,-0.0044,0.0048
20100210,2982.5,2986.3,2329.77,2321.37,4246.84,3188.52,0.000053,-0.0001,0.001
20100211,2985.5,2988.48,2360.3,2321.03,4238.21,3207.51,0.000053,-0.0084,0.0007
20100212,3018.13,3036.13,2397.68,2326.74,4279.46,3239.22,0.000053,0.0017,0.0011
20100222,3003.4,3009.31,2384.8,2336.09,4285.03,3236.57,0.000053,0.0103,-0.0001
20100223,2982.57,2955.15,2366.45,2328.74,4308.75,3279.6,0.000053,0.0148,-0.0027
20100224,3022.18,2994.15,2410.56,2367.09,4375.68,3380.29,0.000053,0.0027,-0.0028
20100225,3060.62,3037.23,2432.04,2389.15,4432.26,3387.73,0.000053,0.003,0.001
20100226,3051.94,3012.64,2407.88,2378.33,4414.94,3421.93,0.000053,0.0054,0.0014
20100301,3087.84,3052.8,2457.76,2400.11,4452.11,3453.4,0.000053,0.0034,-0.0005
20100302,3073.11,3014.39,2427.81,2395.69,4458.55,3433.68,0.000053,0.0075,-0.0047
20100303,3097.01,3040.3,2454.83,2423.66,4539.84,3462.19,0.000053,0.0055,-0.0037
20100304,3023.37,2970.49,2381.08,2358.95,4385.86,3356.84,0.000053,-0.0085,0.001
20100305,3031.07,2965.66,2393.78,2372.34,4380.99,3360.84,0.000053,-0.0017,-0.0001
